TIMESTAMP,PPC_CLOSE_PRICE_USD,PPC_OPEN_PRICE_USD,PPC_HIGH_PRICE_USD,PPC_LOW_PRICE_USD
2018-04-11,1.599,1.5972,1.649,1.5202
2018-04-12,1.8981,1.599,1.9011,1.5806
2018-04-13,1.8066,1.8981,1.9963,1.7905
2018-04-14,1.864,1.8066,1.9195,1.8066
2018-04-15,1.9602,1.864,1.97,1.855
2018-04-16,1.9221,1.9602,1.9602,1.8682
2018-04-17,1.8501,1.9221,1.999,1.8501
2018-04-18,2.0,1.8501,2.048,1.8501
2018-04-19,2.1011,2.0,2.168,1.98
2018-04-20,2.56,2.1011,2.6098,2.1011
2018-04-21,2.4,2.56,2.6099,2.2804
2018-04-22,2.401,2.4,2.511,2.341
2018-04-23,2.588,2.401,2.6,2.401
2018-04-24,2.6731,2.588,2.8237,2.565
2018-04-25,2.4,2.6731,2.7599,2.232
2018-04-26,2.492,2.4,2.55,2.199
2018-04-27,2.4101,2.492,2.541,2.3841
2018-04-28,2.537,2.4101,2.591,2.3851
2018-04-29,2.544,2.537,2.638,2.452
2018-04-30,2.51,2.544,2.59,2.49
2018-05-01,2.5069,2.51,2.553,2.4596
2018-05-02,2.692,2.5069,2.729,2.4708
2018-05-03,2.8359,2.692,2.8359,2.672
2018-05-04,2.84,2.8359,2.871,2.7502
2018-05-05,3.3493,2.84,3.4537,2.838
2018-05-06,3.3794,3.3424,3.5073,3.0428
2018-05-07,3.4465,3.3794,3.5717,3.2002
2018-05-08,3.138,3.3699,3.4389,3.0812
2018-05-09,3.08,3.138,3.19,2.9531
2018-05-10,2.955,3.08,3.11,2.86
2018-05-11,2.634,2.955,2.979,2.61
2018-05-12,2.71,2.634,2.8,2.592
2018-05-13,2.871,2.71,2.89,2.65
2018-05-14,2.7998,2.871,2.888,2.7
2018-05-15,2.8713,2.7997,3.0993,2.7997
2018-05-16,2.714,2.8713,2.8783,2.6423
2018-05-17,2.6435,2.714,2.8686,2.6435
2018-05-18,2.68,2.6435,2.7,2.6171
2018-05-19,2.66,2.68,2.7,2.642
2018-05-20,2.8,2.66,2.8,2.66
2018-05-21,2.6637,2.8,2.8,2.6548
2018-05-22,2.49,2.6637,2.7196,2.4002
2018-05-23,2.3,2.49,2.498,2.2102
2018-05-24,2.222,2.3,2.3579,2.169
2018-05-25,2.172,2.222,2.28,2.171
2018-05-26,2.183,2.173,2.264,2.173
2018-05-27,2.155,2.183,2.219,2.118
2018-05-28,1.941,2.161,2.162,1.92
2018-05-29,2.037,1.941,2.14,1.921
2018-05-30,1.9895,2.037,2.11,1.961
2018-05-31,2.029,1.9895,2.1003,1.9645
2018-06-01,2.0106,2.029,2.09,1.8989
2018-06-02,2.023,2.0106,2.0587,1.9806
2018-06-03,2.0387,2.023,2.093,2.0216
2018-06-04,1.985,2.0387,2.0544,1.977
2018-06-05,2.002,1.985,2.0499,1.9501
2018-06-06,1.981,1.997,2.03,1.95
2018-06-07,1.964,1.981,2.018,1.952
2018-06-08,1.9643,1.964,2.006,1.9207
2018-06-09,1.9631,1.9842,1.9951,1.963
2018-06-10,1.75,1.9631,1.9631,1.7101
2018-06-11,1.71,1.75,1.77,1.631
2018-06-12,1.6003,1.71,1.75,1.5913
2018-06-13,1.6109,1.6003,1.637,1.55
2018-06-14,1.727,1.6109,1.76,1.6
2018-06-15,1.682,1.748,1.749,1.67
2018-06-16,1.69,1.682,1.694,1.65
2018-06-17,1.6581,1.69,1.697,1.6421
2018-06-18,1.693,1.6421,1.73,1.581
2018-06-19,1.687,1.669,1.72,1.654
2018-06-20,1.698,1.687,1.704,1.651
2018-06-21,1.669,1.698,1.699,1.655
2018-06-22,1.52,1.656,1.669,1.503
2018-06-23,1.52,1.52,1.543,1.504
2018-06-24,1.4922,1.529,1.5977,1.4201
2018-06-25,1.5457,1.4922,1.5471,1.4523
2018-06-26,1.405,1.5461,1.5461,1.405
2018-06-27,1.3854,1.405,1.431,1.3611
2018-06-28,1.29,1.3854,1.45,1.29
2018-06-29,1.3697,1.3,1.4018,1.281
2018-06-30,1.414,1.3697,1.4216,1.3697
2018-07-01,1.347,1.395,1.449,0.3673
2018-07-02,3.1997,1.347,3.1997,0.0058
2018-07-03,1.48,3.1997,3.1997,0.0214
2018-07-04,1.559,1.48,1.577,1.4572
2018-07-05,1.531,1.559,1.628,1.515
2018-07-06,1.51,1.531,1.549,1.431
2018-07-07,1.544,1.51,1.551,1.482
2018-07-08,1.593,1.544,1.65,1.5377
2018-07-09,1.583,1.593,1.653,1.5599
2018-07-10,1.559,1.583,1.6055,1.497
2018-07-11,1.701,1.559,1.801,1.551
2018-07-12,1.5116,1.701,1.7029,1.5096
2018-07-13,1.6388,1.5116,1.8707,1.5116
2018-07-14,1.7718,1.6388,1.9709,1.6388
2018-07-15,2.0073,1.8708,2.1296,1.7988
2018-07-16,2.2922,2.0073,2.548,1.9767
2018-07-17,2.3528,2.2922,2.5984,2.2444
2018-07-18,2.3953,2.3528,2.534,2.2999
2018-07-19,2.1436,2.3953,2.3953,2.0545
2018-07-20,2.1073,2.1436,2.2064,2.0599
2018-07-21,2.056,2.1073,2.151,1.98
2018-07-22,2.3734,2.056,2.3863,2.0136
2018-07-23,2.779,2.3734,2.8162,2.3396
2018-07-24,2.6961,2.779,2.988,2.6704
2018-07-25,2.7536,2.6961,2.8177,2.5859
2018-07-26,3.0496,2.7536,3.1376,2.733
2018-07-27,3.2375,3.0466,3.7799,2.9295
2018-07-28,3.1452,3.2375,3.698,3.0956
2018-07-29,3.241,3.1452,3.3254,3.1173
2018-07-30,3.3954,3.241,3.4618,3.1702
2018-07-31,3.5982,3.3954,3.6568,3.3644
2018-08-01,2.393,3.5982,3.6495,1.892
2018-08-02,2.619,2.393,2.6219,2.375
2018-08-03,2.3986,2.619,2.619,2.2855
2018-08-04,2.4979,2.3986,2.6078,2.2972
2018-08-05,2.6417,2.4979,2.7382,2.4979
2018-08-06,3.2851,2.6417,3.3116,2.6316
2018-08-07,3.1966,3.2851,3.4952,2.6862
2018-08-08,3.0978,3.1966,3.5008,2.9069
2018-08-09,3.3719,3.0978,3.4708,2.9906
2018-08-10,3.594,3.3719,3.8293,3.3719
2018-08-11,3.8456,3.594,3.866,3.549
2018-08-12,4.4628,3.8456,4.6035,3.7212
2018-08-13,4.8571,4.4628,4.8622,4.4624
2018-08-14,4.0928,4.8571,4.8571,3.9922
2018-08-15,4.226,4.0928,4.4212,3.9362
2018-08-16,4.0994,4.226,4.3537,4.0148
2018-08-17,4.1002,4.0994,4.2458,4.0174
2018-08-18,4.0813,4.1002,4.1734,4.0039
2018-08-19,3.9775,4.0813,4.0924,3.8721
2018-08-20,3.9848,3.9775,4.15,3.9774
2018-08-21,3.9929,3.9848,4.0939,3.796
2018-08-22,4.0318,3.9929,4.1791,3.933
2018-08-23,4.151,4.0318,4.194,4.0315
2018-08-24,4.4205,4.151,4.4759,4.0395
2018-08-25,4.6842,4.4205,4.7324,4.3091
2018-08-26,4.8228,4.6842,4.9921,4.6056
2018-08-27,4.7416,4.8228,4.839,4.5815
2018-08-28,4.9324,4.7416,4.993,4.6627
2018-08-29,4.9329,4.9324,4.9983,4.8336
2018-08-30,4.5685,4.9329,4.981,4.3239
2018-08-31,4.7471,4.5685,4.8952,4.4962
2018-09-01,4.8498,4.7471,4.9648,4.6329
2018-09-02,4.9937,4.8498,4.9942,4.7481
2018-09-03,4.9763,4.9937,4.9946,4.8885
2018-09-04,4.9288,4.9763,4.9966,4.8819
2018-09-05,4.8626,4.9288,4.9951,4.7977
2018-09-06,4.8327,4.8626,4.9297,4.6981
2018-09-07,4.7385,4.8327,4.8948,4.7384
2018-09-08,4.7846,4.7385,4.8621,4.7329
2018-09-09,4.9633,4.7846,5.0491,4.7846
2018-09-10,4.8536,4.9633,5.1483,4.7137
2018-09-11,3.39,4.8536,4.9278,3.2999
2018-09-12,3.5293,3.39,3.5299,3.2089
2018-09-13,3.503,3.5293,3.9258,3.4993
2018-09-14,3.69,3.503,3.69,3.495
2018-09-15,3.4454,3.69,3.69,3.4267
2018-09-16,3.35,3.4454,3.5846,3.2856
2018-09-17,3.5949,3.35,3.6876,3.35
2018-09-18,3.5717,3.5949,3.759,3.5031
2018-09-19,3.7152,3.5717,3.7293,3.5717
2018-09-20,4.143,3.7152,4.4,3.6997
2018-09-21,4.4401,4.143,4.4412,4.055
2018-09-22,4.295,4.4401,4.4436,4.2893
2018-09-23,4.334,4.295,4.4422,4.2341
2018-09-24,4.379,4.334,4.3881,4.037
2018-09-25,4.379,4.379,4.379,4.187
2018-09-26,4.42,4.379,4.43,4.2114
2018-09-27,4.34,4.42,4.4213,4.23
2018-09-28,4.279,4.34,4.3519,4.2778
2018-09-29,4.371,4.279,4.472,4.1905
2018-09-30,4.5,4.371,4.59,4.305
2018-10-01,4.4805,4.5,4.6,4.4698
2018-10-02,4.8393,4.4805,4.9794,4.4805
2018-10-03,4.97,4.8393,5.0496,4.6285
2018-10-04,5.0516,4.97,5.1114,4.7646
2018-10-05,5.0688,5.0516,5.2939,4.9749
2018-10-06,5.0035,5.0688,5.1085,4.9919
2018-10-07,4.9975,5.0035,5.0667,4.834
2018-10-08,5.3348,4.9975,5.3348,4.8333
2018-10-09,5.62,5.3348,5.62,5.0046
2018-10-10,5.56,5.62,5.698,5.399
2018-10-11,5.52,5.56,5.56,5.297
2018-10-12,5.91,5.52,5.91,5.3978
2018-10-13,5.928,5.91,6.0,5.7
2018-10-14,6.19,5.928,6.2,5.8474
2018-10-15,5.995,6.19,6.5,5.995
2018-10-16,6.209,5.995,6.3478,5.9889
2018-10-17,6.08,6.209,6.3,5.9726
2018-10-18,6.5,6.08,6.501,6.051
2018-10-19,6.329,6.5,6.548,6.157
2018-10-20,6.0791,6.329,6.4037,5.9237
2018-10-21,6.6563,6.0791,6.9022,5.6857
2018-10-22,6.411,6.6563,6.696,5.987
2018-10-23,6.455,6.411,6.455,6.185
2018-10-24,6.365,6.455,6.7,6.0
2018-10-25,6.7,6.365,6.85,6.0
2018-10-26,7.1192,6.7,7.1924,6.7
2018-10-27,7.2286,7.1192,7.2286,6.8419
2018-10-28,7.504,7.2286,7.504,7.2244
2018-10-29,8.0856,7.504,8.4267,7.5
2018-10-30,7.6972,8.0856,8.496,7.6972
2018-10-31,9.1961,7.6972,9.1961,7.6314
2018-11-01,10.5,9.1961,10.6,8.933
2018-11-02,12.3339,10.5,13.457,10.11
2018-11-03,10.5995,12.3339,13.5714,8.9927
2018-11-04,10.9928,10.5995,11.2034,9.6776
2018-11-05,11.1189,10.9928,11.6906,10.6104
2018-11-06,11.6056,11.1189,12.9026,9.8564
2018-11-07,12.6693,11.6056,13.4941,10.817
2018-11-08,14.3067,12.6693,14.8298,11.2735
2018-11-09,13.0144,14.3067,14.76,11.9732
2018-11-10,12.6129,13.0144,13.1755,11.8432
2018-11-11,12.996,12.6129,12.999,12.502
2018-11-12,12.189,12.996,12.996,11.6942
2018-11-13,12.7457,12.189,12.8309,12.0652
2018-11-14,11.9908,12.7457,12.995,11.9891
2018-11-15,11.0834,11.9908,12.4379,10.8607
2018-11-16,11.5962,11.0834,11.7094,10.8249
2018-11-17,10.2605,11.5962,11.5962,10.0474
2018-11-18,11.6774,10.2605,11.6774,9.5142
2018-11-19,8.8328,11.6774,11.6801,8.7664
2018-11-20,9.3968,8.8328,9.8122,7.041
2018-11-21,1.9999,9.3968,9.7724,0.8724
2018-11-22,0.825,1.9999,9.6082,0.81
2018-11-23,0.817,0.825,9.1555,0.817
2018-11-24,0.817,0.817,0.817,0.817
2018-11-25,0.6491,9.6988,9.6988,0.6
2018-11-26,0.674,0.6491,9.5816,0.6491
2018-11-27,0.674,0.674,9.2714,0.674
2018-11-28,0.6747,0.674,9.6749,0.674
2018-11-29,0.6747,0.6747,9.6964,0.6747
2018-11-30,0.6828,0.6747,9.7,0.6747
2018-12-01,0.75,0.6828,0.7511,0.6828
2018-12-02,0.75,0.75,9.6811,0.75
2018-12-03,9.6882,0.75,9.6882,0.75
2018-12-05,9.6882,9.6882,9.6882,9.6882
2018-12-07,0.5351,9.6882,9.6882,0.5351
2018-12-08,0.5351,0.5351,9.6891,0.5351
2018-12-09,9.6951,0.5351,9.6951,0.5351
2018-12-10,0.609,9.6951,9.6951,0.609
2018-12-11,0.609,0.609,9.6964,0.609
2018-12-12,0.5961,9.6939,9.6939,0.5
2018-12-13,0.594,0.5961,9.6976,0.594
2018-12-14,0.4791,0.594,9.6699,0.4791
2018-12-15,0.4778,0.4791,9.6683,0.4778
2018-12-16,0.487,0.4778,9.672,0.4778
2018-12-17,0.487,0.487,9.6976,0.487
2018-12-18,0.497,0.487,9.7,0.487
2018-12-19,0.4909,0.497,9.6976,0.4909
2018-12-20,0.5574,0.4909,9.5962,0.4909
2018-12-21,0.3,0.5574,0.5574,0.3
2018-12-22,0.3,0.3,9.6975,0.3
2018-12-23,9.6975,9.6975,9.6975,9.6975
2018-12-24,0.569,9.6975,9.6975,0.569
2018-12-25,0.569,0.569,9.6927,0.569
2018-12-26,9.6927,9.6927,9.6927,9.6927
2018-12-27,9.6927,9.6927,9.6927,9.6927
2018-12-28,9.6927,9.6927,9.6927,9.6927
2018-12-29,9.6927,9.6927,9.6927,9.6927
2018-12-30,9.6927,9.6927,9.6927,9.6927
2018-12-31,9.6927,9.6927,9.6927,9.6927
2019-01-01,0.5956,9.6927,9.7,0.5956
2019-01-02,0.5956,0.5956,9.6976,0.5956
2019-01-03,0.6466,0.5956,9.7,0.5956
2019-01-04,0.6335,0.6466,0.6501,0.6055
2019-01-05,0.6299,0.6335,0.6363,0.6237
2019-01-06,0.6928,0.6299,0.6962,0.6281
2019-01-07,0.6569,0.6928,0.6935,0.64
2019-01-08,0.6626,0.6569,0.6683,0.64
2019-01-09,0.6416,0.6626,0.6804,0.6399
2019-01-10,0.5718,0.6418,0.6483,0.5662
2019-01-11,0.5806,0.5718,0.5864,0.5669
2019-01-12,0.5832,0.5806,0.6088,0.5785
2019-01-13,0.5673,0.5832,0.5963,0.565
2019-01-14,0.5762,0.5673,0.5854,0.55
2019-01-15,0.5494,0.5762,0.5793,0.544
2019-01-16,0.5556,0.5494,0.5593,0.5451
2019-01-17,0.5624,0.5556,0.5644,0.5539
2019-01-18,0.5372,0.5624,0.5644,0.5227
2019-01-19,0.5402,0.5372,0.547,0.5271
2019-01-20,0.4888,0.5402,0.5406,0.4816
2019-01-21,0.4879,0.4888,0.4924,0.4651
2019-01-22,0.5155,0.4879,0.5252,0.4792
2019-01-23,0.4996,0.5155,0.5287,0.4919
2019-01-24,0.5029,0.4996,0.506,0.4841
2019-01-25,0.5024,0.5029,0.505,0.4999
2019-01-26,0.5259,0.5243,0.5374,0.5021
2019-01-27,0.5191,0.5259,0.5279,0.5008
2019-01-28,0.4783,0.5191,0.5191,0.4704
2019-01-29,0.4857,0.4783,0.4863,0.4622
2019-01-30,0.4927,0.4857,0.4996,0.4799
2019-01-31,0.4925,0.4927,0.4993,0.4904
2019-02-01,0.4718,0.4925,0.4965,0.421
2019-02-02,0.4792,0.4718,0.4813,0.4676
2019-02-03,0.49,0.4792,0.4933,0.4762
2019-02-04,0.4999,0.49,0.509,0.463
2019-02-05,0.4854,0.4999,0.5046,0.4845
2019-02-06,0.458,0.4854,0.4895,0.4498
2019-02-07,0.4598,0.458,0.4743,0.4544
2019-02-08,0.53,0.4598,0.5385,0.4596
2019-02-09,0.5209,0.53,0.5343,0.5164
2019-02-10,0.5352,0.5209,0.5361,0.517
2019-02-11,0.5162,0.5352,0.5355,0.475
2019-02-12,0.5135,0.5162,0.5231,0.5031
2019-02-13,0.5211,0.5135,0.5243,0.5056
2019-02-14,0.5045,0.5211,0.5224,0.5029
2019-02-15,0.4799,0.5045,0.5108,0.4757
2019-02-16,0.4755,0.4799,0.493,0.4708
2019-02-17,0.4695,0.4741,0.4819,0.4568
2019-02-18,0.4677,0.4695,0.4791,0.4572
2019-02-19,0.4658,0.4677,0.4842,0.45
2019-02-20,0.4873,0.4658,0.5164,0.4605
2019-02-21,0.5144,0.4873,0.5299,0.4767
2019-02-22,0.5053,0.5144,0.5299,0.497
2019-02-23,0.5235,0.5053,0.529,0.493
2019-02-24,0.4582,0.5235,0.5432,0.445
2019-02-25,0.4624,0.4582,0.4722,0.447
2019-02-26,0.4639,0.4624,0.4694,0.4455
2019-02-27,0.4747,0.4639,0.477,0.4569
2019-02-28,0.4742,0.4747,0.48,0.4657
2019-03-01,0.4865,0.4742,0.5034,0.4723
2019-03-02,0.5213,0.4865,0.524,0.4834
2019-03-03,0.5172,0.5213,0.556,0.502
2019-03-04,0.4763,0.5172,0.5172,0.4633
2019-03-05,0.5012,0.4763,0.5133,0.4751
2019-03-06,0.4983,0.5012,0.5079,0.4934
2019-03-07,0.5042,0.4983,0.5099,0.4982
2019-03-08,0.496,0.5042,0.5088,0.4929
2019-03-09,0.5037,0.496,0.5096,0.4883
2019-03-10,0.5048,0.5037,0.5091,0.4779
2019-03-11,0.4839,0.5048,0.508,0.4771
2019-03-12,0.5053,0.4839,0.5184,0.479
2019-03-13,0.5026,0.5053,0.5137,0.4942
2019-03-14,0.4956,0.5026,0.5058,0.4915
2019-03-15,0.5085,0.4956,0.5109,0.4934
2019-03-16,0.5153,0.5085,0.5201,0.5047
2019-03-17,0.5092,0.5153,0.5172,0.5031
2019-03-18,0.5091,0.5092,0.5122,0.5057
2019-03-19,0.508,0.5091,0.5099,0.5054
2019-03-20,0.5076,0.508,0.5127,0.5059
2019-03-21,0.4983,0.5076,0.5106,0.4936
2019-03-22,0.4995,0.4983,0.5013,0.4971
2019-03-23,0.5278,0.4995,0.5278,0.4981
2019-03-24,0.5175,0.5278,0.528,0.5169
2019-03-25,0.5081,0.5175,0.5188,0.5036
2019-03-26,0.5092,0.5081,0.5147,0.5022
2019-03-27,0.5337,0.5092,0.5426,0.5072
2019-03-28,0.5394,0.5337,0.5409,0.5262
2019-03-29,0.5365,0.5394,0.5457,0.5332
2019-03-30,0.5245,0.5365,0.5397,0.5215
2019-03-31,0.526,0.5245,0.5286,0.5221
2019-04-01,0.5329,0.526,0.5385,0.523
2019-04-02,0.5676,0.5329,0.6288,0.5322
2019-04-03,0.5838,0.5676,0.6288,0.5661
2019-04-04,0.5733,0.5838,0.5952,0.5549
2019-04-05,0.591,0.5726,0.6106,0.5691
2019-04-06,0.5927,0.591,0.6092,0.5875
2019-04-07,0.6189,0.5927,0.626,0.5923
2019-04-08,0.6007,0.6189,0.6331,0.5903
2019-04-09,0.5883,0.6007,0.6026,0.5834
2019-04-10,0.6109,0.5883,0.6215,0.5867
2019-04-11,0.5641,0.6109,0.6127,0.5441
2019-04-12,0.5731,0.5641,0.5771,0.5545
2019-04-13,0.5677,0.5731,0.5763,0.5651
2019-04-14,0.578,0.5677,0.5819,0.5655
2019-04-15,0.5699,0.578,0.5805,0.5658
2019-04-16,0.581,0.5699,0.5815,0.5605
2019-04-17,0.5732,0.581,0.5872,0.5716
2019-04-18,0.5789,0.5732,0.5864,0.572
2019-04-19,0.5846,0.5789,0.5865,0.5665
2019-04-20,0.5831,0.5846,0.5865,0.5699
2019-04-21,0.5634,0.5831,0.5864,0.5251
2019-04-22,0.5393,0.5634,0.568,0.5284
2019-04-23,0.5379,0.5393,0.5579,0.5307
2019-04-24,0.4798,0.5379,0.5379,0.477
2019-04-25,0.4679,0.4798,0.4895,0.4563
2019-04-26,0.4872,0.4679,0.4921,0.4645
2019-04-27,0.4858,0.4872,0.4913,0.4707
2019-04-28,0.474,0.4858,0.4862,0.4728
2019-04-29,0.4667,0.474,0.4785,0.4639
2019-04-30,0.4729,0.4667,0.4736,0.4633
2019-05-01,0.4576,0.4729,0.4784,0.456
2019-05-02,0.4685,0.4576,0.4705,0.4567
2019-05-03,0.4877,0.4685,0.4907,0.4659
2019-05-04,0.4895,0.4877,0.4955,0.4755
2019-05-05,0.4813,0.4895,0.4947,0.4796
2019-05-06,0.4717,0.4813,0.4818,0.4637
2019-05-07,0.4669,0.4717,0.4875,0.4669
2019-05-08,0.4742,0.4669,0.4747,0.4641
2019-05-09,0.4779,0.4742,0.4841,0.461
2019-05-10,0.4631,0.4779,0.4853,0.455
2019-05-11,0.437,0.4631,0.5,0.437
2019-05-12,0.4342,0.437,0.4515,0.4094
2019-05-13,0.4389,0.4342,0.4679,0.3788
2019-05-14,0.418,0.4389,0.4546,0.3971
2019-05-15,0.412,0.418,0.4377,0.3959
2019-05-16,0.3957,0.412,0.4375,0.3722
2019-05-17,0.3826,0.3957,0.3961,0.3512
2019-05-18,0.3705,0.3826,0.4039,0.3705
2019-05-19,0.4323,0.3705,0.434,0.3661
2019-05-20,0.4203,0.4323,0.4331,0.3996
2019-05-21,0.4181,0.4203,0.4566,0.4067
2019-05-22,0.4183,0.4181,0.4349,0.4091
2019-05-23,0.4041,0.4183,0.4212,0.3848
2019-05-24,0.4,0.4041,0.4106,0.3848
2019-05-25,0.3997,0.4,0.437,0.3822
2019-05-26,0.4347,0.3987,0.4347,0.3937
2019-05-27,0.4442,0.4347,0.4514,0.4223
2019-05-28,0.4403,0.4442,0.4463,0.4289
2019-05-29,0.425,0.4403,0.4559,0.4064
2019-05-30,0.4114,0.425,0.4396,0.401
2019-05-31,0.4123,0.4114,0.4223,0.4016
2019-06-01,0.4077,0.4123,0.4262,0.3967
2019-06-02,0.4168,0.4081,0.4297,0.4054
2019-06-03,0.4,0.4168,0.423,0.3805
2019-06-04,0.3799,0.4,0.4007,0.3742
2019-06-05,0.3843,0.3799,0.3922,0.3723
2019-06-06,0.3788,0.3843,0.3903,0.3738
2019-06-07,0.3877,0.3794,0.389,0.3624
2019-06-08,0.3832,0.3877,0.3959,0.3803
2019-06-09,0.3811,0.3832,0.3902,0.378
2019-06-10,0.4001,0.3811,0.4001,0.3787
2019-06-11,0.3851,0.4,0.4003,0.3809
2019-06-12,0.4003,0.387,0.4024,0.3826
2019-06-13,0.408,0.4003,0.408,0.3977
2019-06-14,0.4195,0.408,0.4195,0.4049
2019-06-15,0.4292,0.4195,0.436,0.4195
2019-06-16,0.4377,0.4292,0.4517,0.4172
2019-06-17,0.4301,0.4377,0.45,0.423
2019-06-18,0.4096,0.4301,0.4301,0.4026
2019-06-19,0.4203,0.4096,0.4203,0.4059
2019-06-20,0.4194,0.4203,0.4203,0.4167
2019-06-21,0.433,0.4194,0.4361,0.4194
2019-06-22,0.4001,0.433,0.4595,0.3703
2019-06-23,0.3767,0.4001,0.4036,0.3712
2019-06-24,0.4275,0.3767,0.4275,0.3767
2019-06-25,0.4229,0.4275,0.4275,0.4084
2019-06-26,0.441,0.4229,0.47,0.4189
2019-06-27,0.3896,0.441,0.4506,0.372
2019-06-28,0.42,0.3896,0.42,0.3888
2019-06-29,0.4018,0.42,0.42,0.3967
2019-06-30,0.3688,0.4018,0.4018,0.3688
2019-07-01,0.3576,0.3688,0.3753,0.344
2019-07-02,0.3598,0.3576,0.3654,0.329
2019-07-03,0.3952,0.3598,0.3979,0.3598
2019-07-04,0.3817,0.3952,0.4034,0.38
2019-07-05,0.3669,0.3817,0.383,0.365
2019-07-06,0.3793,0.3669,0.3861,0.3661
2019-07-07,0.3928,0.3793,0.3965,0.3777
2019-07-08,0.4003,0.3928,0.402,0.389
2019-07-09,0.4043,0.4003,0.4154,0.3978
2019-07-10,0.3857,0.4043,0.4294,0.3772
2019-07-11,0.3636,0.3857,0.3857,0.3601
2019-07-12,0.3372,0.3636,0.3675,0.3201
2019-07-13,0.3161,0.3372,0.3401,0.3013
2019-07-14,0.2799,0.3161,0.3191,0.2777
2019-07-15,0.2887,0.2799,0.2912,0.2606
2019-07-16,0.2576,0.2887,0.2901,0.253
2019-07-17,0.2722,0.2576,0.2818,0.2549
2019-07-18,0.2967,0.2722,0.2987,0.2587
2019-07-19,0.289,0.2967,0.298,0.2837
2019-07-20,0.2952,0.289,0.3037,0.2841
2019-07-21,0.2869,0.2952,0.303,0.284
2019-07-22,0.2872,0.2869,0.2964,0.2827
2019-07-23,0.2742,0.2872,0.2896,0.2723
2019-07-24,0.3273,0.2742,0.354,0.2692
