TIMESTAMP,PIVX_OPEN_PRICE_USDT,PIVX_HIGH_PRICE_USDT,PIVX_LOW_PRICE_USDT,PIVX_CLOSE_PRICE_USDT,PIVX_FIRST_TRADE_PRICE_USDT,PIVX_HIGH_TRADE_PRICE_USDT,PIVX_LOW_TRADE_PRICE_USDT,PIVX_LAST_TRADE_PRICE_USDT,PIVX_TOTAL_TRADE_COUNT,PIVX_TOTAL_TRADES_BUY,PIVX_TOTAL_TRADES_SELL,PIVX_VOLUME_USDT,PIVX_QUOTE_VOLUME,PIVX_VOLUME_BUY,PIVX_QUOTE_VOLUME_BUY,PIVX_VOLUME_SELL,PIVX_QUOTE_VOLUME_SELL
2023-12-22,0.3307,0.3358,0.3252,0.3336,0.3307,0.3358,0.3252,0.3336,5031,2623,2408,2489651,821445.0581,1241486,409956.208,1248165,411488.8501
2023-12-23,0.3336,0.3544,0.324,0.3425,0.3332,0.3544,0.324,0.3425,10085,4987,5098,4796284,1629007.2598,2349890,800535.2779,2446394,828471.9819
2023-12-24,0.3425,0.3522,0.3291,0.3331,0.3426,0.3522,0.3291,0.3331,10086,5156,4930,4713903,1593287.7087,2188622,739825.6839,2525281,853462.0248
2023-12-25,0.3331,0.353,0.3302,0.3477,0.3341,0.353,0.3302,0.3477,8234,4294,3940,3762265,1295535.0594,1910014,658755.1664,1852251,636779.893
2023-12-26,0.3477,0.3594,0.3264,0.3401,0.3475,0.3594,0.3264,0.3401,11186,5378,5808,5039287,1729451.1815,2199888,757331.603,2839399,972119.5785
2023-12-27,0.3401,0.3465,0.325,0.3402,0.341,0.3465,0.325,0.3402,8615,4347,4268,4304963,1443845.8235,1926691,647794.6392,2378272,796051.1843
2023-12-28,0.3402,0.375,0.3326,0.3376,0.3401,0.375,0.3326,0.3376,27080,12895,14185,12371914,4356548.5983,5981930,2115735.9273,6389984,2240812.671
2023-12-29,0.3376,0.3409,0.325,0.3286,0.3385,0.3409,0.325,0.3286,7145,3122,4023,3792701,1255719.8274,1432705,474963.4407,2359996,780756.3867
2023-12-30,0.3286,0.3317,0.319,0.3259,0.3286,0.3317,0.319,0.3259,3751,1647,2104,1731900,563155.4855,710396,231133.6745,1021504,332021.811
2023-12-31,0.3259,0.3358,0.3166,0.3192,0.3259,0.3358,0.3166,0.3192,5007,2163,2844,2242407,732177.9077,988585,323258.2698,1253822,408919.6379
2024-01-01,0.3192,0.3331,0.3165,0.3299,0.3195,0.3331,0.3165,0.3299,7221,3458,3763,2757951,895840.9958,1300788,423285.4048,1457163,472555.591
2024-01-02,0.3299,0.35,0.3232,0.3278,0.3304,0.35,0.3232,0.3278,7922,3821,4101,3812977,1273000.3782,1780710,596627.0592,2032267,676373.319
2024-01-03,0.3278,0.3344,0.2933,0.3094,0.3278,0.3344,0.2933,0.3094,9604,4010,5594,4459165,1386783.2394,1720242,532647.1502,2738923,854136.0892
2024-01-04,0.3094,0.3227,0.3,0.309,0.3084,0.3227,0.3,0.309,5625,2887,2738,2508594,784129.964,1179029,369620.672,1329565,414509.292
2024-01-05,0.309,0.315,0.2827,0.297,0.3097,0.315,0.2827,0.297,6371,3383,2988,3123672,930143.6527,1505535,448952.4643,1618137,481191.1884
2024-01-06,0.297,0.308,0.2826,0.2947,0.2964,0.308,0.2826,0.2947,6213,3252,2961,2460179,725593.3795,1130858,333859.7821,1329321,391733.5974
2024-01-07,0.2947,0.3491,0.275,0.2798,0.2947,0.3491,0.275,0.2798,32677,15973,16704,16084027,5120602.29,7583069,2424796.5353,8500958,2695805.7547
2024-01-08,0.2798,0.2946,0.2616,0.2909,0.2794,0.2946,0.2616,0.2909,8957,4264,4693,4402647,1220893.7064,2065612,573605.36,2337035,647288.3464
2024-01-09,0.2909,0.2939,0.2713,0.2815,0.2908,0.2939,0.2713,0.2815,5716,2827,2889,2763161,779904.013,1274105,360281.8265,1489056,419622.1865
2024-01-10,0.2815,0.2973,0.2708,0.2934,0.2805,0.2973,0.2708,0.2934,6252,3251,3001,2997594,849314.0129,1472486,416949.1572,1525108,432364.8557
2024-01-11,0.2934,0.3044,0.2899,0.2971,0.293,0.3044,0.2899,0.2971,6689,3351,3338,3208240,953297.4738,1488722,442375.8454,1719518,510921.6284
2024-01-12,0.2971,0.315,0.2901,0.2928,0.2976,0.315,0.2901,0.2928,10895,5136,5759,4780772,1445958.9484,2224015,673951.6342,2556757,772007.3142
2024-01-13,0.2928,0.315,0.2832,0.2984,0.2928,0.315,0.2832,0.2984,8106,3931,4175,3801732,1148026.7868,1745253,527361.1526,2056479,620665.6342
2024-01-14,0.2984,0.3033,0.2926,0.2951,0.2994,0.3033,0.2926,0.2951,4837,2559,2278,1848973,550268.8968,810910,241745.2103,1038063,308523.6865
2024-01-15,0.2951,0.3385,0.2939,0.3,0.2951,0.3385,0.2939,0.3,18888,9415,9473,9101428,2859359.6498,4474131,1408191.0275,4627297,1451168.6223
2024-01-16,0.3,0.3046,0.29,0.303,0.3,0.3046,0.29,0.303,6237,2988,3249,2734787,811700.1412,1209832,359499.4748,1524955,452200.6664
2024-01-17,0.303,0.307,0.2946,0.2978,0.303,0.307,0.2946,0.2978,4112,2020,2092,1920433,576241.3448,821642,246880.4219,1098791,329360.9229
2024-01-18,0.2978,0.2998,0.276,0.2828,0.2981,0.2998,0.276,0.2828,4388,2054,2334,1938055,561396.4287,765178,221594.0856,1172877,339802.3431
2024-01-19,0.2828,0.2888,0.27,0.2824,0.2819,0.2888,0.27,0.2824,5093,2614,2479,2341441,655529.3274,1101317,308157.6745,1240124,347371.6529
2024-01-20,0.2824,0.2862,0.2743,0.2815,0.2832,0.2862,0.2743,0.2815,4233,2333,1900,1748902,487367.492,826864,230421.2381,922038,256946.2539
2024-01-21,0.2815,0.2925,0.2804,0.2846,0.2822,0.2925,0.2804,0.2846,5234,2769,2465,1739220,498273.5882,844790,242203.2213,894430,256070.3669
2024-01-22,0.2846,0.2992,0.274,0.2803,0.2846,0.2992,0.274,0.2803,11223,5298,5925,3830306,1090267.1991,1824729,521017.8455,2005577,569249.3536
2024-01-23,0.2803,0.2941,0.2666,0.2785,0.2806,0.2941,0.2666,0.2785,13039,6064,6975,4504106,1251607.3508,2133125,594171.0876,2370981,657436.2632
2024-01-24,0.2785,0.2921,0.2735,0.2852,0.2785,0.2921,0.2735,0.2852,8141,4101,4040,2097755,591710.3132,1045801,295358.8508,1051954,296351.4624
2024-01-25,0.2852,0.346,0.281,0.2906,0.2852,0.346,0.281,0.2906,38103,18640,19463,20283521,6291532.5861,10127997,3149129.4041,10155524,3142403.182
2024-01-26,0.2906,0.3051,0.2852,0.2972,0.29,0.3051,0.2852,0.2972,8594,4006,4588,3923161,1150351.6062,1833272,538491.1337,2089889,611860.4725
2024-01-27,0.2972,0.2987,0.2882,0.2916,0.297,0.2987,0.2882,0.2916,4496,2496,2000,2520408,739787.4375,1049713,308287.1723,1470695,431500.2652
2024-01-28,0.2916,0.2958,0.2852,0.2879,0.2922,0.2958,0.2852,0.2879,3736,2064,1672,1796968,522879.1946,712141,207438.9631,1084827,315440.2315
2024-01-29,0.2879,0.31,0.2863,0.3024,0.2877,0.31,0.2863,0.3024,7795,3876,3919,3125192,934854.5705,1695695,508068.7145,1429497,426785.856
2024-01-30,0.3024,0.3144,0.2982,0.3017,0.3018,0.3144,0.2982,0.3017,9084,4645,4439,3240432,990284.8006,1520738,465382.8321,1719694,524901.9685
2024-01-31,0.3017,0.306,0.291,0.2968,0.3017,0.306,0.291,0.2968,5965,2510,3455,1644787,491466.2534,748262,223781.5531,896525,267684.7003
2024-02-01,0.2968,0.3198,0.2861,0.31,0.2969,0.3198,0.2861,0.31,9780,4358,5422,3934266,1197877.6062,1904381,581555.2579,2029885,616322.3483
2024-02-02,0.31,0.3155,0.291,0.3043,0.3105,0.3155,0.291,0.3043,7966,3765,4201,3567196,1081696.4768,1777761,539615.3934,1789435,542081.0834
2024-02-03,0.3043,0.3058,0.2892,0.292,0.3045,0.3058,0.2892,0.292,4188,1859,2329,1644428,486534.4686,686040,202660.6155,958388,283873.8531
2024-02-04,0.292,0.293,0.286,0.2864,0.2926,0.293,0.286,0.2864,3462,1905,1557,1025941,297626.2849,480021,139282.0589,545920,158344.226
2024-02-05,0.2864,0.2942,0.2849,0.2917,0.2867,0.2942,0.2849,0.2917,5947,3467,2480,1692244,491021.7531,868491,252275.5899,823753,238746.1632
2024-02-06,0.2917,0.2997,0.2893,0.2953,0.2922,0.2997,0.2893,0.2953,8030,4107,3923,1975080,581836.9667,1023251,301618.7336,951829,280218.2331
2024-02-07,0.2953,0.3033,0.2935,0.3003,0.2952,0.3033,0.2935,0.3003,5074,2779,2295,1384708,413709.0354,683434,204384.3347,701274,209324.7007
2024-02-08,0.3003,0.3116,0.2981,0.3045,0.3008,0.3116,0.2981,0.3045,7074,3701,3373,2001398,607059.8495,1069839,324878.71,931559,282181.1395
2024-02-09,0.3045,0.3099,0.3003,0.3088,0.3046,0.3099,0.3003,0.3088,6616,3600,3016,2004774,611606.3808,903069,275731.4298,1101705,335874.951
2024-02-10,0.3088,0.3269,0.3074,0.3144,0.3087,0.3269,0.3074,0.3144,12524,5766,6758,4369497,1391596.0954,2230606,711157.3508,2138891,680438.7446
2024-02-11,0.3144,0.3216,0.3045,0.3073,0.3144,0.3216,0.3045,0.3073,5751,3193,2558,1470057,462064.8385,688158,216468.7938,781899,245596.0447
2024-02-12,0.3073,0.3124,0.297,0.3078,0.307,0.3124,0.297,0.3078,8221,4767,3454,2579866,785169.4161,1212697,369251.1859,1367169,415918.2302
2024-02-13,0.3078,0.326,0.304,0.3235,0.3078,0.326,0.304,0.3235,12960,6183,6777,4805145,1518525.6231,2415951,763935.8367,2389194,754589.7864
2024-02-14,0.3235,0.33,0.3131,0.3264,0.3229,0.33,0.3131,0.3264,11303,5667,5636,3944026,1266209.4796,1963887,631448.4503,1980139,634761.0293
2024-02-15,0.3264,0.341,0.3225,0.3362,0.3265,0.341,0.3225,0.3362,11237,5990,5247,3426011,1134634.5585,1914018,635302.6341,1511993,499331.9244
2024-02-16,0.3362,0.3424,0.319,0.3338,0.3355,0.3424,0.319,0.3338,8806,4662,4144,2581133,856784.6446,1294483,430368.1874,1286650,426416.4572
2024-02-17,0.3338,0.3484,0.3243,0.3472,0.3333,0.3484,0.3243,0.3472,11275,5628,5647,3728428,1249802.7165,1822892,612293.786,1905536,637508.9305
2024-02-18,0.3472,0.368,0.3431,0.3498,0.3464,0.368,0.3431,0.3498,20516,9382,11134,6843963,2436560.1622,3494578,1245398.283,3349385,1191161.8792
2024-02-19,0.3498,0.3535,0.3396,0.3488,0.3498,0.3535,0.3396,0.3488,9102,5065,4037,2796427,968102.7801,1309930,453886.3029,1486497,514216.4772
2024-02-20,0.3488,0.3549,0.3258,0.3318,0.3481,0.3549,0.3258,0.3318,9605,5610,3995,3666047,1246915.6947,1687542,574495.7851,1978505,672419.9096
2024-02-21,0.3318,0.3361,0.3156,0.333,0.3321,0.3361,0.3156,0.333,8089,4113,3976,2237742,728133.3332,1209549,394083.3706,1028193,334049.9626
2024-02-22,0.333,0.3468,0.3281,0.3372,0.3336,0.3468,0.3281,0.3372,7806,3795,4011,1859910,629941.983,801262,272039.8742,1058648,357902.1088
2024-02-23,0.3372,0.3608,0.334,0.3511,0.3371,0.3608,0.334,0.3511,11991,5399,6592,2887720,1003475.3464,1423606,495683.453,1464114,507791.8934
2024-02-24,0.3511,0.3567,0.347,0.354,0.3511,0.3567,0.347,0.354,7424,4091,3333,1750215,618607.8416,819127,289891.5989,931088,328716.2427
2024-02-25,0.354,0.3612,0.3444,0.3612,0.354,0.3612,0.3444,0.3612,9098,5304,3794,2338334,823524.5406,1188610,419437.036,1149724,404087.5046
2024-02-26,0.3612,0.373,0.3517,0.3599,0.3612,0.373,0.3517,0.3599,14550,7825,6725,3965884,1442836.1776,1911262,695456.7266,2054622,747379.451
2024-02-27,0.3599,0.375,0.3576,0.3713,0.36,0.375,0.3576,0.3713,12673,7449,5224,2508680,919928.5715,1381688,507027.6192,1126992,412900.9523
2024-02-28,0.3713,0.3882,0.3365,0.3588,0.3714,0.3882,0.3365,0.3588,19097,10555,8542,4838854,1772292.5062,2339155,859275.5271,2499699,913016.9791
2024-02-29,0.3588,0.3938,0.3566,0.3669,0.3588,0.3938,0.3566,0.3669,27087,12668,14419,9783053,3701386.5622,5157177,1952860.6921,4625876,1748525.8701
2024-03-01,0.3669,0.3747,0.3645,0.3687,0.3667,0.3747,0.3645,0.3687,12615,5554,7061,3606081,1330757.439,1507113,556595.1014,2098968,774162.3376
2024-03-02,0.3687,0.3938,0.3654,0.3886,0.3688,0.3938,0.3654,0.3886,16889,8966,7923,5182130,1951482.4401,2464900,929787.2553,2717230,1021695.1848
2024-03-03,0.3886,0.4228,0.3759,0.4101,0.3887,0.4228,0.3759,0.4101,28991,14903,14088,8277678,3311247.7515,3976787,1593419.8767,4300891,1717827.8748
2024-03-04,0.4101,0.4142,0.3891,0.4003,0.4101,0.4142,0.3891,0.4003,18414,9689,8725,5245783,2100346.7937,2375865,952559.5431,2869918,1147787.2506
2024-03-05,0.4003,0.4149,0.3502,0.3731,0.4003,0.4149,0.3502,0.3731,20554,10242,10312,6191067,2404680.9896,2813851,1093001.0541,3377216,1311679.9355
2024-03-06,0.3731,0.4023,0.364,0.3967,0.3741,0.4023,0.364,0.3967,19863,9744,10119,4726765,1816264.9188,2255949,868641.6453,2470816,947623.2735
2024-03-07,0.3967,0.421,0.3889,0.4177,0.3968,0.421,0.3889,0.4177,17655,9152,8503,3971857,1613521.1498,1919713,780690.4063,2052144,832830.7435
2024-03-08,0.4177,0.455,0.4128,0.4458,0.4177,0.455,0.4128,0.4458,37970,18564,19406,10920794,4723615.5101,5475697,2373941.4266,5445097,2349674.0835
2024-03-09,0.4458,0.4549,0.4311,0.4426,0.4457,0.4549,0.4311,0.4426,24769,13519,11250,5917536,2611434.2222,2731573,1207030.1032,3185963,1404404.119
2024-03-10,0.4426,0.4489,0.4166,0.425,0.4433,0.4489,0.4166,0.425,16110,9142,6968,2986111,1299305.2582,1287273,561029.374,1698838,738275.8842
2024-03-11,0.425,0.4467,0.4076,0.4387,0.424,0.4467,0.4076,0.4387,18143,10419,7724,3740416,1613049.1035,1839402,794007.726,1901014,819041.3775
2024-03-12,0.4387,0.459,0.4151,0.4481,0.4394,0.459,0.4151,0.4481,29670,16169,13501,5739050,2548071.9523,2724616,1212345.0595,3014434,1335726.8928
2024-03-13,0.4481,0.4833,0.4469,0.469,0.4481,0.4833,0.4469,0.469,30592,16303,14289,5482607,2560882.3345,2810340,1314316.5369,2672267,1246565.7976
2024-03-14,0.469,0.4719,0.4323,0.4541,0.4697,0.4719,0.4323,0.4541,25192,13324,11868,3786970,1723454.7455,1737123,792446.8118,2049847,931007.9337
2024-03-15,0.4541,0.4707,0.4102,0.4387,0.4541,0.4707,0.4102,0.4387,30416,14187,16229,6829709,3013042.4944,3171279,1401735.3901,3658430,1611307.1043
2024-03-16,0.4387,0.456,0.3934,0.4034,0.4375,0.456,0.3934,0.4034,23174,10273,12901,4314223,1855731.7943,2064496,888230.6655,2249727,967501.1288
2024-03-17,0.4034,0.4287,0.3788,0.4241,0.4032,0.4287,0.3788,0.4241,20471,10622,9849,2842844,1153930.0789,1519360,617052.316,1323484,536877.7629
2024-03-18,0.4241,0.4279,0.39,0.4074,0.4241,0.4279,0.39,0.4074,21114,11076,10038,3381626,1381884.9352,1718564,702189.2889,1663062,679695.6463
2024-03-19,0.4074,0.4091,0.3696,0.3777,0.4065,0.4091,0.3696,0.3777,23978,11740,12238,3766233,1461382.7539,1738034,675208.334,2028199,786174.4199
2024-03-20,0.3777,0.3899,0.35,0.3874,0.3768,0.3899,0.35,0.3874,24133,13262,10871,4660133,1720918.7437,2355216,874142.3145,2304917,846776.4292
2024-03-21,0.3874,0.4088,0.385,0.3979,0.3873,0.4088,0.385,0.3979,18885,8900,9985,2808612,1112846.689,1414519,560625.2857,1394093,552221.4033
2024-03-22,0.3979,0.4097,0.3834,0.4077,0.3978,0.4097,0.3834,0.4077,25530,14200,11330,3358361,1337970.4602,1690258,674473.775,1668103,663496.6852
2024-03-23,0.4077,0.4298,0.4022,0.4113,0.4077,0.4298,0.4022,0.4113,24078,11983,12095,3175692,1324011.1107,1695093,707628.893,1480599,616382.2177
2024-03-24,0.4113,0.4311,0.4049,0.4302,0.4116,0.4311,0.4049,0.4302,19592,10585,9007,2331608,978256.3003,1222642,513028.1328,1108966,465228.1675
2024-03-25,0.4302,0.457,0.4263,0.4481,0.4299,0.457,0.4263,0.4481,26181,13083,13098,3837418,1697920.2599,2015726,893436.114,1821692,804484.1459
2024-03-26,0.4481,0.4695,0.4401,0.4543,0.4483,0.4695,0.4401,0.4543,25206,13288,11918,3391157,1539891.8385,1714067,778573.3825,1677090,761318.456
2024-03-27,0.4543,0.4794,0.4435,0.4458,0.4555,0.4794,0.4435,0.4458,36012,15423,20589,4634368,2132860.2023,2194879,1011357.0086,2439489,1121503.1937
2024-03-28,0.4458,0.5627,0.44,0.4806,0.4458,0.5627,0.44,0.4806,74283,35144,39139,16139452,7945576.6052,7729740,3812938.4651,8409712,4132638.1401
2024-03-29,0.4806,0.4924,0.4365,0.4558,0.48,0.4924,0.4365,0.4558,38061,20245,17816,7062879,3241543.4727,3304932,1513795.0381,3757947,1727748.4346
2024-03-30,0.4558,0.4889,0.4549,0.4627,0.456,0.4889,0.4549,0.4627,30923,13866,17057,6188564,2921277.4504,2906270,1374166.6357,3282294,1547110.8147
2024-03-31,0.4627,0.4934,0.4587,0.4874,0.4633,0.4934,0.4587,0.4874,23671,12064,11607,4167538,1980286.8136,2201362,1046832.2224,1966176,933454.5912
2024-04-01,0.4874,0.5012,0.4456,0.4738,0.4875,0.5012,0.4456,0.4738,21737,9455,12282,4489104,2134628.5762,2064978,980741.931,2424126,1153886.6452
2024-04-02,0.4738,0.4778,0.43,0.4409,0.4739,0.4778,0.43,0.4409,14984,6752,8232,3815682,1709895.0766,1647969,738422.5756,2167713,971472.501
2024-04-03,0.4409,0.46,0.4288,0.441,0.4409,0.46,0.4288,0.441,12212,6291,5921,2391529,1064279.7452,1124426,501043.6445,1267103,563236.1007
2024-04-04,0.441,0.4694,0.4282,0.4623,0.4403,0.4694,0.4282,0.4623,14706,7724,6982,2193135,988376.0506,1086492,489797.683,1106643,498578.3676
2024-04-05,0.4623,0.469,0.4399,0.4532,0.4621,0.469,0.4399,0.4532,13212,6778,6434,1853871,841388.7062,895733,406978.7782,958138,434409.928
2024-04-06,0.4532,0.4694,0.4523,0.463,0.4533,0.4694,0.4523,0.463,12503,6868,5635,1447264,667130.2753,768349,354387.5062,678915,312742.7691
2024-04-07,0.463,0.4913,0.4625,0.4857,0.4638,0.4913,0.4625,0.4857,24568,13697,10871,3166459,1508359.2239,1685987,804875.4595,1480472,703483.7644
2024-04-08,0.4857,0.5118,0.4821,0.498,0.4857,0.5118,0.4821,0.498,26907,14409,12498,3097972,1545944.7082,1555829,777080.9502,1542143,768863.758
2024-04-09,0.498,0.508,0.4783,0.4811,0.498,0.508,0.4783,0.4811,40073,21438,18635,4412989,2167549.4538,2243181,1104482.441,2169808,1063067.0128
2024-04-10,0.4811,0.4896,0.4614,0.4871,0.48,0.4896,0.4614,0.4871,43728,22050,21678,4374063,2087554.074,2161898,1032902.5176,2212165,1054651.5564
2024-04-11,0.4871,0.495,0.4676,0.4809,0.4868,0.495,0.4676,0.4809,35296,18135,17161,3729574,1796151.2746,1948137,938990.3546,1781437,857160.92
2024-04-12,0.4809,0.4963,0.39,0.4065,0.4803,0.4963,0.39,0.4065,53041,26092,26949,5959985,2722777.6491,2771764,1268533.162,3188221,1454244.4871
2024-04-13,0.4065,0.4136,0.317,0.3541,0.4065,0.4136,0.317,0.3541,45884,24466,21418,5551376,2093967.8114,2724037,1026185.3987,2827339,1067782.4127
2024-04-14,0.3541,0.3755,0.3349,0.3679,0.3541,0.3755,0.3349,0.3679,24194,12914,11280,3615062,1302008.4842,1747700,629825.3229,1867362,672183.1613
2024-04-15,0.3679,0.39,0.3379,0.3429,0.3684,0.39,0.3379,0.3429,20792,11481,9311,3159969,1155151.5012,1545042,564975.8679,1614927,590175.6333
2024-04-16,0.3429,0.3557,0.328,0.3502,0.343,0.3557,0.328,0.3502,18466,9872,8594,2172812,748629.7625,1106034,381402.6877,1066778,367227.0748
2024-04-17,0.3502,0.3507,0.3245,0.3371,0.3502,0.3507,0.3245,0.3371,16508,9284,7224,2107076,713268.941,1083353,366849.3194,1023723,346419.6216
2024-04-18,0.3371,0.3634,0.3344,0.3616,0.3371,0.3634,0.3344,0.3616,19626,8802,10824,3397087,1190695.3674,1744996,613221.3459,1652091,577474.0215
2024-04-19,0.3616,0.3896,0.3364,0.3777,0.3608,0.3896,0.3364,0.3777,34577,17464,17113,4354711,1621930.461,2216560,826740.3344,2138151,795190.1266
