TIMESTAMP,GNO_OPEN_PRICE_USDT,GNO_HIGH_PRICE_USDT,GNO_LOW_PRICE_USDT,GNO_CLOSE_PRICE_USDT,GNO_FIRST_TRADE_PRICE_USDT,GNO_HIGH_TRADE_PRICE_USDT,GNO_LOW_TRADE_PRICE_USDT,GNO_LAST_TRADE_PRICE_USDT,GNO_TOTAL_TRADE_COUNT,GNO_TOTAL_TRADES_BUY,GNO_TOTAL_TRADES_SELL,GNO_VOLUME_USDT,GNO_QUOTE_VOLUME,GNO_VOLUME_BUY,GNO_QUOTE_VOLUME_BUY,GNO_VOLUME_SELL,GNO_QUOTE_VOLUME_SELL
2021-09-17,285.8,293.3,275.2,276.2,285.8,293.3,275.2,276.2,3647,2049,1598,1559.313,439792.8075,833.878,235557.979,725.435,204234.8285
2021-09-18,276.2,296.9,275.5,277.4,276.4,296.9,275.5,277.4,4832,2412,2420,3843.178,1089537.7975,2073.22,589422.5929,1769.958,500115.2046
2021-09-19,277.4,278.3,263.3,265.5,277.1,278.3,263.3,265.5,2904,1249,1655,1916.765,522057.8294,816.513,223147.9218,1100.252,298909.9076
2021-09-20,265.5,266.5,236.0,243.0,265.5,266.5,236.0,243.0,4852,2494,2358,6492.568,1634496.3914,2951.787,742038.2889,3540.781,892458.1025
2021-09-21,243.0,274.5,225.0,235.1,242.8,274.5,225.0,235.1,9785,5182,4603,13050.538,3308367.6139,5638.509,1427175.1279,7412.029,1881192.486
2021-09-22,235.1,268.9,235.1,256.9,235.2,268.9,235.1,256.9,5055,2545,2510,5468.545,1375127.8431,2448.361,614797.6645,3020.184,760330.1786
2021-09-23,256.9,272.4,255.5,268.2,256.8,272.4,255.5,268.2,2193,1173,1020,2361.64,625050.7293,1201.419,317945.7412,1160.221,307104.9881
2021-09-24,268.2,269.7,236.5,247.8,268.7,269.7,236.5,247.8,2163,1103,1060,1971.541,491378.5778,838.109,208822.9992,1133.432,282555.5786
2021-09-25,247.8,249.0,240.8,243.6,248.3,249.0,240.8,243.6,2019,1192,827,1945.3,476318.1871,965.896,236703.3241,979.404,239614.863
2021-09-26,243.6,251.8,230.0,249.1,243.6,251.8,230.0,249.1,1751,898,853,2001.274,482199.5472,1055.283,253290.4938,945.991,228909.0534
2021-09-27,249.1,261.8,243.1,243.4,248.0,261.8,243.1,243.4,2598,1321,1277,1839.828,461598.0716,882.824,221639.2433,957.004,239958.8283
2021-09-28,243.4,249.6,232.6,233.0,243.0,249.6,232.6,233.0,3551,1975,1576,3354.768,804564.9488,1931.862,463780.8577,1422.906,340784.0911
2021-09-29,233.0,247.9,231.1,235.1,233.4,247.9,231.1,235.1,2965,1662,1303,2887.677,687959.3386,1745.248,416432.6571,1142.429,271526.6815
2021-09-30,235.1,249.9,234.9,249.8,235.1,249.9,234.9,249.8,2259,1174,1085,2409.015,580630.559,1272.339,306981.7955,1136.676,273648.7635
2021-10-01,249.8,268.0,248.6,266.5,249.7,268.0,248.6,266.5,2298,1227,1071,2091.157,542129.1914,1285.181,333608.4045,805.976,208520.7869
2021-10-02,266.5,276.0,264.0,273.8,266.3,276.0,264.0,273.8,2883,1548,1335,1979.53,533828.653,1002.119,270641.4179,977.411,263187.2351
2021-10-03,273.8,281.9,268.9,277.7,273.8,281.9,268.9,277.7,2001,1000,1001,1252.797,343385.4151,606.466,166245.5625,646.331,177139.8526
2021-10-04,277.7,278.2,267.9,276.7,277.5,278.2,267.9,276.7,1767,906,861,821.842,224714.4554,439.399,120300.0768,382.443,104414.3786
2021-10-05,276.7,290.8,271.5,289.4,276.6,290.8,271.5,289.4,3840,2025,1815,2178.486,605761.9198,1117.081,311021.5911,1061.405,294740.3287
2021-10-06,289.4,323.6,278.6,297.4,289.4,323.6,278.6,297.4,11807,5864,5943,9268.162,2766247.5555,4376.048,1308350.332,4892.114,1457897.2235
2021-10-07,297.4,303.2,291.8,296.9,298.1,303.2,291.8,296.9,3332,1705,1627,1995.284,593952.4762,1048.484,312635.9935,946.8,281316.4827
2021-10-08,296.9,313.6,293.6,299.3,296.9,313.6,293.6,299.3,4821,2549,2272,3100.868,942215.2552,1598.72,486796.5789,1502.148,455418.6763
2021-10-09,299.3,320.9,296.4,303.0,298.3,320.9,296.4,303.0,7467,4118,3349,7979.991,2449010.3975,4410.949,1356645.8812,3569.042,1092364.5163
2021-10-10,303.0,303.6,294.6,295.8,302.9,303.6,294.6,295.8,3870,2125,1745,2981.428,893818.7892,1613.769,483953.676,1367.659,409865.1132
2021-10-11,295.8,307.8,291.0,302.2,295.8,307.8,291.0,302.2,3570,1851,1719,2213.399,657560.4542,1099.992,326990.7889,1113.407,330569.6653
2021-10-12,302.2,307.3,294.3,301.7,302.2,307.3,294.3,301.7,5327,2885,2442,3052.256,921811.3892,1730.442,523253.8981,1321.814,398557.4911
2021-10-13,301.7,309.7,300.8,309.1,302.3,309.7,300.8,309.1,2436,1156,1280,1572.119,478978.6867,732.905,223363.3442,839.214,255615.3425
2021-10-14,309.1,328.7,309.0,322.7,309.3,328.7,309.0,322.7,5468,2898,2570,3833.846,1223689.0838,2099.763,671388.5929,1734.083,552300.4909
2021-10-15,322.7,336.8,319.0,329.5,323.2,336.8,319.0,329.5,6166,3329,2837,3470.201,1142046.5067,1990.539,655588.1925,1479.662,486458.3142
2021-10-16,329.5,339.3,326.2,327.2,329.5,339.3,326.2,327.2,3268,1737,1531,1940.024,647428.8213,1107.669,370105.9984,832.355,277322.8229
2021-10-17,327.2,340.0,324.8,335.1,327.2,340.0,324.8,335.1,3461,1835,1626,1972.983,657563.7387,963.708,321655.0322,1009.275,335908.7065
2021-10-18,335.1,339.5,323.7,327.5,335.5,339.5,323.7,327.5,3094,1596,1498,1367.32,452976.4715,724.585,240246.9751,642.735,212729.4964
2021-10-19,327.5,347.2,326.7,339.4,327.5,347.2,326.7,339.4,6530,3395,3135,4075.215,1377208.1806,1978.88,669501.6498,2096.335,707706.5308
2021-10-20,339.4,365.0,338.3,364.8,339.6,365.0,338.3,364.8,6523,3547,2976,3685.87,1282053.0174,2010.147,698697.5676,1675.723,583355.4498
2021-10-21,364.8,380.7,355.8,367.0,364.3,380.7,355.8,367.0,5673,3036,2637,3423.324,1266072.5128,1646.944,610634.1469,1776.38,655438.3659
2021-10-22,367.0,372.3,355.8,356.6,367.3,372.3,355.8,356.6,1788,897,891,764.624,277400.7069,357.652,129589.167,406.972,147811.5399
2021-10-23,356.6,370.2,353.7,369.5,356.6,370.2,353.7,369.5,1630,779,851,966.796,348410.0231,506.53,182256.311,460.266,166153.7121
2021-10-24,369.5,378.7,362.0,377.3,370.2,378.7,362.0,377.3,2047,1009,1038,1014.812,375795.3055,465.278,172372.5158,549.534,203422.7897
2021-10-25,377.3,412.4,377.0,392.6,377.1,412.4,377.0,392.6,6795,3740,3055,3213.764,1261240.4891,1828.324,716627.9254,1385.44,544612.5637
2021-10-26,392.6,418.3,388.0,412.1,392.2,418.3,388.0,412.1,3590,1798,1792,3075.276,1246025.6969,1391.549,557618.3887,1683.727,688407.3082
2021-10-27,412.1,439.6,391.9,391.9,411.4,439.6,391.9,391.9,6114,3124,2990,2629.908,1090047.4109,1211.492,503138.4385,1418.416,586908.9724
2021-10-28,391.9,454.0,391.0,419.0,391.9,454.0,391.0,419.0,8271,4516,3755,5714.877,2333325.7482,3196.975,1303464.3133,2517.902,1029861.4349
2021-10-29,419.0,465.4,405.4,461.1,419.0,465.4,405.4,461.1,4937,2784,2153,2413.296,1052322.5594,1169.809,514013.0007,1243.487,538309.5587
2021-10-30,461.1,489.0,439.1,451.5,461.3,489.0,439.1,451.5,3872,2086,1786,1924.62,875552.024,1131.308,516322.2285,793.312,359229.7955
2021-10-31,451.5,479.9,436.7,447.8,449.7,479.9,436.7,447.8,3666,1901,1765,1419.226,646955.3388,679.574,308323.8132,739.652,338631.5256
2021-11-01,447.8,471.3,443.7,457.0,447.7,471.3,443.7,457.0,2843,1522,1321,1075.424,493798.2793,622.352,286004.1897,453.072,207794.0896
2021-11-02,457.0,489.3,440.5,484.5,456.8,489.3,440.5,484.5,3188,1723,1465,1412.212,650972.9098,717.647,331958.5953,694.565,319014.3145
2021-11-03,484.5,500.0,470.0,488.4,484.5,500.0,470.0,488.4,3290,1842,1448,2856.642,1393882.1914,2377.57,1162268.6818,479.072,231613.5096
2021-11-04,488.4,491.8,475.0,490.7,488.0,491.8,475.0,490.7,1762,885,877,597.858,289806.3834,285.903,138891.1639,311.955,150915.2195
2021-11-05,490.7,493.4,481.1,487.5,487.7,493.4,481.1,487.5,2269,1182,1087,1797.467,883555.7696,1444.293,711010.3008,353.174,172545.4688
2021-11-06,487.5,493.8,470.0,491.0,488.6,493.8,470.0,491.0,2173,1128,1045,1025.295,496449.5891,629.017,305970.0056,396.278,190479.5835
2021-11-07,491.0,567.7,490.9,541.0,491.6,567.7,490.9,541.0,7633,4165,3468,5022.579,2598617.3465,3195.509,1635440.5487,1827.07,963176.7978
2021-11-08,541.0,655.0,534.6,587.9,540.9,655.0,534.6,587.9,40430,20487,19943,18264.751,11047209.0154,8653.675,5253431.7346,9611.076,5793777.2808
2021-11-09,587.9,594.6,510.0,512.0,587.8,594.6,510.0,512.0,24250,11035,13215,9798.327,5310219.3079,4612.558,2498672.4269,5185.769,2811546.881
2021-11-10,512.0,519.7,457.0,479.6,512.0,519.7,457.0,479.6,15536,7617,7919,6998.96,3475904.9935,3295.941,1642246.9693,3703.019,1833658.0242
2021-11-11,479.6,496.6,468.7,481.8,477.5,496.6,468.7,481.8,2886,1513,1373,1433.838,693675.4425,674.24,326858.0019,759.598,366817.4406
2021-11-12,481.8,485.2,452.7,477.1,481.7,485.2,452.7,477.1,3199,1517,1682,2433.718,1151157.3816,1468.13,694918.7834,965.588,456238.5982
2021-11-13,477.1,480.4,444.0,467.2,477.7,480.4,444.0,467.2,2996,1413,1583,1642.17,761843.7839,592.797,275750.3216,1049.373,486093.4623
2021-11-14,467.2,470.9,451.1,464.2,467.9,470.9,451.1,464.2,1639,856,783,661.738,304261.5639,322.494,148316.517,339.244,155945.0469
2021-11-15,464.2,499.9,447.0,454.5,464.9,499.9,447.0,454.5,3241,1548,1693,1819.326,853782.8973,914.85,430504.2958,904.476,423278.6015
2021-11-16,454.5,454.5,390.5,411.0,449.8,452.1,390.5,411.0,9958,3569,6389,6197.447,2533649.3703,2144.318,880097.5092,4053.129,1653551.8611
2021-11-17,411.0,412.8,390.7,411.1,411.0,412.8,390.7,411.1,1759,958,801,1069.795,430801.2872,484.09,194799.9664,585.705,236001.3208
2021-11-18,411.1,419.0,378.4,381.1,411.8,419.0,378.4,381.1,1500,658,842,700.256,279554.235,355.339,142427.3789,344.917,137126.8561
2021-11-19,381.1,410.0,376.0,408.3,379.8,410.0,376.0,408.3,920,472,448,360.819,142069.7927,191.937,75401.2894,168.882,66668.5033
2021-11-20,408.3,419.5,396.3,415.3,409.8,419.5,396.3,415.3,1759,839,920,1026.694,419730.5225,509.57,208524.1824,517.124,211206.3401
2021-11-21,415.3,429.0,381.1,408.0,414.7,429.0,381.1,408.0,1701,877,824,691.806,286236.9449,336.517,139461.963,355.289,146774.9819
2021-11-22,408.0,429.8,392.6,395.9,407.9,429.8,392.6,395.9,2893,1370,1523,1379.914,566367.7943,535.81,220727.5269,844.104,345640.2674
2021-11-23,395.9,430.7,392.3,424.4,396.2,430.7,392.3,424.4,1562,790,772,783.208,320901.9989,362.45,148845.0809,420.758,172056.918
2021-11-24,424.4,430.1,403.0,409.1,425.5,430.1,403.0,409.1,1296,562,734,568.593,234709.0149,212.734,87953.9139,355.859,146755.101
2021-11-25,409.1,447.8,408.6,438.9,409.6,447.8,408.6,438.9,3685,1974,1711,1756.419,756762.7822,869.441,374064.5853,886.978,382698.1969
2021-11-26,438.9,444.0,391.4,397.3,439.8,444.0,391.4,397.3,2262,816,1446,2528.406,1026622.7831,429.352,175068.0166,2099.054,851554.7665
2021-11-27,397.3,475.4,391.0,395.0,398.0,475.4,391.0,395.0,4079,2274,1805,3575.855,1483024.6015,1522.724,640161.5851,2053.131,842863.0164
2021-11-28,395.0,411.3,383.0,407.0,396.1,411.3,383.0,407.0,1085,581,504,550.185,215317.3851,244.263,95238.9939,305.922,120078.3912
2021-11-29,407.0,474.3,406.4,418.9,408.3,474.3,406.4,418.9,7141,3726,3415,3620.594,1541580.6663,1763.134,751661.301,1857.46,789919.3653
2021-11-30,418.9,489.4,408.2,465.0,418.9,489.4,408.2,465.0,10669,5281,5388,6527.139,3003361.0185,2702.268,1249276.2619,3824.871,1754084.7566
2021-12-01,465.0,478.5,438.1,444.0,466.2,478.5,438.1,444.0,5125,2566,2559,2721.316,1261106.7455,1147.148,533283.6436,1574.168,727823.1019
2021-12-02,444.0,477.9,426.6,461.2,444.0,477.9,426.6,461.2,3875,2050,1825,2021.79,908101.0497,996.559,449480.4386,1025.231,458620.6111
2021-12-03,461.2,478.4,412.7,425.1,461.2,478.4,412.7,425.1,3866,1827,2039,2029.734,923524.2855,694.189,312236.1364,1335.545,611288.1491
2021-12-04,425.1,426.3,354.3,409.0,425.1,426.3,354.3,409.0,4183,2054,2129,2924.322,1169463.3642,1601.889,641505.0176,1322.433,527958.3466
2021-12-05,409.0,442.9,403.2,426.2,408.0,442.9,403.2,426.2,3667,2046,1621,1316.925,550800.5229,579.425,243727.6888,737.5,307072.8341
2021-12-06,426.2,463.2,395.9,434.0,426.2,463.2,395.9,434.0,7654,4008,3646,3437.2,1462471.7649,1545.518,658925.0067,1891.682,803546.7582
2021-12-07,434.0,452.0,424.0,429.0,433.5,452.0,424.0,429.0,2521,1175,1346,829.33,360685.4624,347.555,151743.1755,481.775,208942.2869
2021-12-08,429.0,459.0,424.0,443.7,429.2,459.0,424.0,443.7,4656,2789,1867,1842.962,815084.0768,893.37,395238.1643,949.592,419845.9125
2021-12-09,443.7,480.0,440.0,452.7,443.7,480.0,440.0,452.7,7571,4463,3108,2916.05,1342005.5655,1106.57,509517.9211,1809.48,832487.6444
2021-12-10,452.7,460.0,413.1,413.4,452.2,460.0,413.1,413.4,3611,1457,2154,1329.272,584598.6161,587.327,258793.0813,741.945,325805.5348
2021-12-11,413.4,494.4,408.6,450.2,414.1,494.4,408.6,450.2,6845,3152,3693,2672.968,1207269.9464,994.189,449991.2589,1678.779,757278.6875
2021-12-12,450.2,470.0,424.6,442.5,452.1,470.0,424.6,442.5,5137,2557,2580,2354.22,1042187.071,1178.271,522506.0188,1175.949,519681.0522
2021-12-13,442.5,444.0,356.9,366.1,442.6,444.0,356.9,366.1,6015,3069,2946,3033.765,1170748.4996,1413.3,541169.6913,1620.465,629578.8083
2021-12-14,366.1,400.6,348.9,400.5,364.5,400.6,348.9,400.5,6025,2961,3064,4817.49,1802782.3961,2486.716,932253.3094,2330.774,870529.0867
2021-12-15,400.5,468.5,391.8,459.2,400.5,468.5,391.8,459.2,20546,10494,10052,10958.715,4704776.1894,5792.556,2499950.8361,5166.159,2204825.3533
2021-12-16,459.2,481.8,447.2,447.2,459.2,481.8,447.2,447.2,4430,2139,2291,1528.556,702973.1252,692.081,318406.9905,836.475,384566.1347
2021-12-17,447.2,471.1,428.9,447.7,447.2,471.1,428.9,447.7,4017,1997,2020,1509.561,674582.1589,609.584,273170.5117,899.977,401411.6472
2021-12-18,447.7,471.1,437.2,446.9,444.6,471.1,437.2,446.9,5340,2727,2613,1878.536,849175.0432,870.902,393722.649,1007.634,455452.3942
2021-12-19,446.9,460.4,438.6,445.1,448.0,460.4,438.6,445.1,2178,891,1287,546.896,244627.6487,232.185,104072.6531,314.711,140554.9956
2021-12-20,445.1,485.0,432.3,456.3,444.9,485.0,432.3,456.3,10336,5102,5234,3873.136,1744828.76,1754.2,792268.9709,2118.936,952559.7891
2021-12-21,456.3,466.5,450.0,454.9,458.4,466.5,450.0,454.9,2970,1364,1606,1038.344,473894.7736,466.111,212778.7559,572.233,261116.0177
2021-12-22,454.9,459.8,438.6,444.2,455.1,459.8,438.6,444.2,1858,874,984,518.828,234348.3814,218.232,98612.2649,300.596,135736.1165
2021-12-23,444.2,455.0,429.9,451.6,444.5,455.0,429.9,451.6,2676,1356,1320,1172.838,516962.1684,515.763,228163.9619,657.075,288798.2065
2021-12-24,451.6,470.4,444.0,444.8,453.1,470.4,444.0,444.8,3131,1342,1789,1325.348,602298.4572,658.562,298752.5645,666.786,303545.8927
2021-12-25,444.8,494.0,435.3,455.9,444.9,494.0,435.3,455.9,3533,2225,1308,1175.091,531487.7676,668.687,304296.9781,506.404,227190.7895
2021-12-26,455.9,482.7,455.6,473.3,457.2,482.7,455.6,473.3,3217,1492,1725,888.21,418398.033,339.987,160403.5261,548.223,257994.5069
2021-12-27,473.3,474.4,453.2,459.3,473.3,474.4,453.2,459.3,2830,1538,1292,1114.553,517461.9674,510.03,237409.7386,604.523,280052.2288
2021-12-28,459.3,459.5,425.9,426.6,457.5,459.5,425.9,426.6,4238,2028,2210,2133.939,934208.0235,868.345,381382.2413,1265.594,552825.7822
2021-12-29,426.6,528.9,410.9,483.5,426.4,528.9,410.9,483.5,33580,17236,16344,14751.632,7277662.2297,6863.481,3385028.1531,7888.151,3892634.0766
2021-12-30,483.5,572.5,477.0,559.9,485.4,572.5,477.0,559.9,49074,24480,24594,22259.502,11835392.9196,10345.653,5516904.1863,11913.849,6318488.7333
2021-12-31,559.9,598.0,526.5,530.5,559.8,598.0,526.5,530.5,26313,9722,16591,7787.972,4391294.1258,3625.318,2051705.5068,4162.654,2339588.619
2022-01-01,530.5,541.6,522.0,526.9,531.2,541.6,522.0,526.9,9363,3336,6027,2824.382,1501592.2565,1179.663,626508.8055,1644.719,875083.451
2022-01-02,526.9,530.3,510.2,518.8,528.5,530.3,510.2,518.8,6231,2609,3622,2963.197,1538437.7021,1573.683,817144.8422,1389.514,721292.8599
2022-01-03,518.8,522.5,495.7,505.0,518.5,522.5,495.7,505.0,4814,2386,2428,2002.57,1017773.9361,801.768,409131.7872,1200.802,608642.1489
2022-01-04,505.0,536.2,505.0,528.7,505.0,536.2,505.0,528.7,5699,2405,3294,2155.857,1128613.4648,967.27,506130.6438,1188.587,622482.821
2022-01-05,528.7,530.2,480.7,483.5,527.6,530.2,480.7,483.5,9831,3537,6294,3524.777,1801581.0382,1301.254,667756.7394,2223.523,1133824.2988
2022-01-06,483.5,490.2,466.9,476.7,483.5,490.2,466.9,476.7,8264,3365,4899,4187.237,2004684.5726,1559.881,748763.7512,2627.356,1255920.8214
2022-01-07,476.7,477.4,445.0,447.2,476.7,477.4,445.0,447.2,11724,4024,7700,5114.273,2327583.9869,1846.233,841211.0334,3268.04,1486372.9535
2022-01-08,447.2,515.0,446.2,465.8,447.2,515.0,446.2,465.8,24626,9684,14942,10944.454,5289397.2615,4616.543,2241534.4382,6327.911,3047862.8233
2022-01-09,465.8,486.6,453.5,472.0,465.8,486.6,453.5,472.0,10304,3342,6962,3920.024,1820235.9629,1754.211,816167.1821,2165.813,1004068.7808
2022-01-10,472.0,472.0,387.3,404.5,471.7,471.7,387.3,404.5,15852,8225,7627,7678.673,3228898.2332,3399.239,1420920.4917,4279.434,1807977.7415
2022-01-11,404.5,406.3,390.3,400.9,404.5,406.3,390.3,400.9,5598,2569,3029,1788.091,715409.2336,727.715,290975.4461,1060.376,424433.7875
2022-01-12,400.9,410.3,391.0,406.7,401.3,410.3,391.0,406.7,5008,2584,2424,2412.108,969486.5634,1151.374,463555.5504,1260.734,505931.013
2022-01-13,406.7,412.5,389.6,402.4,407.2,412.5,389.6,402.4,3784,2001,1783,2245.231,900208.3516,1123.139,450126.6558,1122.092,450081.6958
2022-01-14,402.4,403.2,394.8,398.1,401.8,403.2,394.8,398.1,1984,966,1018,690.007,275248.3458,335.388,133830.8211,354.619,141417.5247
2022-01-15,398.1,405.3,393.0,396.0,397.8,405.3,393.0,396.0,1808,829,979,949.743,378956.7225,378.712,151295.7838,571.031,227660.9387
2022-01-16,396.0,397.0,382.3,389.3,396.1,397.0,382.3,389.3,1685,966,719,646.049,251801.5907,324.677,126546.4821,321.372,125255.1086
2022-01-17,389.3,390.4,359.3,363.6,389.3,390.4,359.3,363.6,2385,1239,1146,985.315,369502.0583,434.385,162094.0829,550.93,207407.9754
2022-01-18,363.6,364.2,320.0,336.1,363.6,364.2,320.0,336.1,5235,2966,2269,2489.489,854914.3962,1045.364,360763.9707,1444.125,494150.4255
2022-01-19,336.1,338.6,320.0,329.3,337.1,338.6,320.0,329.3,5267,2869,2398,3424.426,1123586.7308,1598.721,523994.6975,1825.705,599592.0333
2022-01-20,329.3,370.2,324.2,336.1,330.6,370.2,324.2,336.1,6805,3522,3283,4016.929,1371135.0999,1876.036,642527.7064,2140.893,728607.3935
2022-01-21,336.1,336.8,275.1,278.3,335.9,336.8,275.1,278.3,4984,2448,2536,2532.866,776242.8138,1124.801,342894.9442,1408.065,433347.8696
2022-01-22,278.3,289.1,236.6,240.5,278.5,289.1,236.6,240.5,9101,5718,3383,6531.216,1693872.461,3879.842,1005449.2918,2651.374,688423.1692
2022-01-23,240.5,273.1,238.3,269.8,240.0,273.1,238.3,269.8,6225,3320,2905,4032.229,1022137.0978,1934.509,489858.3326,2097.72,532278.7652
2022-01-24,269.8,274.9,219.1,264.7,269.8,274.9,219.1,264.7,5829,3185,2644,3304.077,811154.3821,1664.174,407194.7423,1639.903,403959.6398
2022-01-25,264.7,275.0,254.2,263.4,264.7,275.0,254.2,263.4,1789,795,994,1116.088,292901.9471,474.604,124646.729,641.484,168255.2181
2022-01-26,263.4,292.9,260.2,270.1,264.8,292.9,260.2,270.1,3259,1706,1553,1578.169,430072.8862,839.031,228964.5638,739.138,201108.3224
2022-01-27,270.1,300.0,250.8,258.3,272.1,300.0,250.8,258.3,6658,3661,2997,2704.653,720395.532,1522.946,407717.1187,1181.707,312678.4133
2022-01-28,258.3,274.4,251.9,270.4,259.0,274.4,251.9,270.4,2256,1387,869,1611.728,419782.0761,1070.251,277440.1217,541.477,142341.9544
2022-01-29,270.4,285.6,269.1,277.6,270.1,285.6,269.1,277.6,1714,1123,591,672.468,185113.2992,436.078,120096.8019,236.39,65016.4973
2022-01-30,277.6,284.1,271.4,279.6,277.1,284.1,271.4,279.6,1095,786,309,739.413,204252.1411,439.18,121613.9784,300.233,82638.1627
2022-01-31,279.6,287.9,267.8,286.5,277.5,287.9,267.8,286.5,1302,840,462,841.21,234214.3712,533.165,149344.6185,308.045,84869.7527
2022-02-01,286.5,303.5,283.4,295.9,286.4,303.5,283.4,295.9,1819,884,935,1027.447,301659.3171,426.108,125524.4664,601.339,176134.8507
2022-02-02,295.9,301.7,279.9,286.3,295.0,301.7,279.9,286.3,1211,713,498,397.52,115038.139,223.909,64694.8697,173.611,50343.2693
2022-02-03,286.3,290.0,275.0,287.1,285.1,290.0,275.0,287.1,1173,601,572,398.276,112182.5176,164.603,46297.6642,233.673,65884.8534
2022-02-04,287.1,325.0,284.0,322.3,286.6,325.0,284.0,322.3,2337,1212,1125,1394.88,432808.748,645.4,200027.0455,749.48,232781.7025
2022-02-05,322.3,329.7,315.0,326.2,321.8,329.7,315.0,326.2,2085,1009,1076,878.793,282934.7917,446.408,143840.8247,432.385,139093.967
2022-02-06,326.2,330.5,322.3,329.9,326.4,330.5,322.3,329.9,1557,862,695,585.608,190754.1109,306.778,99982.9176,278.83,90771.1933
2022-02-07,329.9,345.7,326.8,340.9,330.5,345.7,326.8,340.9,2086,1052,1034,850.632,287194.6588,434.245,146580.7439,416.387,140613.9149
2022-02-08,340.9,352.7,331.9,339.1,340.7,352.7,331.9,339.1,2674,1416,1258,1112.78,379767.2225,645.597,220429.5342,467.183,159337.6883
2022-02-09,339.1,364.7,333.0,358.1,339.2,364.7,333.0,358.1,2587,1377,1210,1162.622,405546.8201,673.401,236260.7811,489.221,169286.039
2022-02-10,358.1,359.7,347.0,351.4,358.9,359.7,347.0,351.4,3629,1934,1695,2192.649,775156.8048,1016.543,359402.3333,1176.106,415754.4715
2022-02-11,351.4,351.4,335.3,336.3,351.2,351.2,335.3,336.3,2435,1167,1268,1495.566,512566.5822,647.468,221904.4046,848.098,290662.1776
