TIMESTAMP,GPT-4O_OPEN_PRICE_USD,GPT-4O_HIGH_PRICE_USD,GPT-4O_LOW_PRICE_USD,GPT-4O_CLOSE_PRICE_USD,Adj Close,GPT-4O_VOLUME_USD,GPT-4O_DIVIDENDS_USD,GPT-4O_STOCK_SPLITS_USD
,,,,0.0,,3378.0,0.0,0.0
,,,,0.0,,587.0,0.0,0.0
,,,,0.0,,88.0,0.0,0.0
,,,,0.0,,59.0,0.0,0.0
,,,,0.0,,263.0,0.0,0.0
,,,,0.0,,262.0,0.0,0.0
,,,,0.0,,22.0,0.0,0.0
,,,,0.0,,45.0,0.0,0.0
,,,,0.0,,1.0,0.0,0.0
,,,,0.0,,488.0,0.0,0.0
,,,,0.0,,317.0,0.0,0.0
,,,,0.0,,54.0,0.0,0.0
,,,,0.0,,10.0,0.0,0.0
,,,,0.0,,11.0,0.0,0.0
,,,,0.0,,102.0,0.0,0.0
,,,,0.0,,51.0,0.0,0.0
,,,,0.0,,3.0,0.0,0.0
,,,,0.0,,71.0,0.0,0.0
,,,,0.0,,2.0,0.0,0.0
,,,,0.0,,10.0,0.0,0.0
,,,,0.0,,3.0,0.0,0.0
,,,,0.0,,26.0,0.0,0.0
,,,,0.0,,21.0,0.0,0.0
,,,,0.0,,83.0,0.0,0.0
,,,,0.0,,3.0,0.0,0.0
,,,,0.0,,6.0,0.0,0.0
,,,,0.0,,51.0,0.0,0.0
,,,,0.0,,8.0,0.0,0.0
,,,,0.0,,128.0,0.0,0.0
,,,,0.0,,12.0,0.0,0.0
,,,,0.0,,107.0,0.0,0.0
,,,,0.0,,121.0,0.0,0.0
,,,,0.0,,4.0,0.0,0.0
,,,,0.0,,32.0,0.0,0.0
,,,,0.0,,1.0,0.0,0.0
,,,,0.0,,1.0,0.0,0.0
,,,,0.0,,10.0,0.0,0.0
,,,,0.0,,91.0,0.0,0.0
,,,,0.0,,12.0,0.0,0.0
,,,,0.0,,7.0,0.0,0.0
,,,,0.0,,13.0,0.0,0.0
,,,,0.0,,34.0,0.0,0.0
,,,,0.0,,29.0,0.0,0.0
,,,,0.0,,27.0,0.0,0.0
,,,,0.0,,69.0,0.0,0.0
,,,,0.0,,8.0,0.0,0.0
,,,,0.0,,3.0,0.0,0.0
,,,,0.0,,122.0,0.0,0.0
,,,,0.0,,9.0,0.0,0.0
,,,,0.0,,2871.0,0.0,0.0
,,,,0.0,,86.0,0.0,0.0
,,,,0.0,,10.0,0.0,0.0
,,,,0.0,,14.0,0.0,0.0
,,,,0.0,,32.0,0.0,0.0
,,,,0.0,,1013.0,0.0,0.0
,,,,0.0,,646.0,0.0,0.0
,,,,0.0,,951.0,0.0,0.0
,,,,0.0,,329.0,0.0,0.0
,,,,0.0,,36.0,0.0,0.0
,,,,0.0,,109.0,0.0,0.0
,,,,0.0,,474.0,0.0,0.0
,,,,0.0,,266.0,0.0,0.0
,,,,0.0,,21.0,0.0,0.0
,,,,0.0,,550.0,0.0,0.0
,,,,0.0,,65.0,0.0,0.0
,,,,0.0,,598.0,0.0,0.0
,,,,0.0,,4074.0,0.0,0.0
,,,,0.0,,5.0,0.0,0.0
,,,,0.0,,210.0,0.0,0.0
,,,,0.0,,247.0,0.0,0.0
,,,,0.0,,98.0,0.0,0.0
,,,,0.0,,58.0,0.0,0.0
,,,,0.0,,101.0,0.0,0.0
,,,,0.0,,4.0,0.0,0.0
,,,,0.0,,17.0,0.0,0.0
,,,,0.0,,14.0,0.0,0.0
,,,,0.0,,53.0,0.0,0.0
,,,,0.0,,78.0,0.0,0.0
,,,,0.0,,9.0,0.0,0.0
,,,,0.0,,72.0,0.0,0.0
,,,,0.0,,3884.0,0.0,0.0
,,,,0.0,,78.0,0.0,0.0
,,,,0.0,,513.0,0.0,0.0
,,,,0.0,,35.0,0.0,0.0
,,,,0.0,,2.0,0.0,0.0
,,,,0.0,,29.0,0.0,0.0
,,,,0.0,,52.0,0.0,0.0
,,,,0.0,,34.0,0.0,0.0
,,,,0.0,,157.0,0.0,0.0
,,,,0.0,,82.0,0.0,0.0
,,,,0.0,,33.0,0.0,0.0
,,,,0.0,,27690.0,0.0,0.0
,,,,0.0,,1804.0,0.0,0.0
,,,,0.0,,596.0,0.0,0.0
,,,,0.0,,291.0,0.0,0.0
,,,,0.0,,163.0,0.0,0.0
,,,,0.0,,92.0,0.0,0.0
,,,,0.0,,305.0,0.0,0.0
,,,,0.0,,209.0,0.0,0.0
,,,,0.0,,7.0,0.0,0.0
,,,,0.0,,14.0,0.0,0.0
,,,,0.0,,97.0,0.0,0.0
,,,,0.0,,51.0,0.0,0.0
,,,,0.0,,5.0,0.0,0.0
,,,,0.0,,42.0,0.0,0.0
,,,,0.0,,2776.0,0.0,0.0
,,,,0.0,,5923.0,0.0,0.0
,,,,0.0,,570.0,0.0,0.0
,,,,0.0,,17.0,0.0,0.0
,,,,0.0,,1.0,0.0,0.0
,,,,0.0,,100.0,0.0,0.0
,,,,0.0,,14.0,0.0,0.0
,,,,0.0,,25.0,0.0,0.0
,,,,0.0,,163.0,0.0,0.0
,,,,0.0,,200.0,0.0,0.0
,,,,0.0,,16.0,0.0,0.0
,,,,0.0,,9.0,0.0,0.0
,,,,0.0,,229.0,0.0,0.0
,,,,0.0,,305.0,0.0,0.0
,,,,0.0,,68.0,0.0,0.0
,,,,0.0,,277.0,0.0,0.0
,,,,0.0,,2.0,0.0,0.0
,,,,0.0,,286.0,0.0,0.0
,,,,0.0,,25.0,0.0,0.0
,,,,0.0,,322.0,0.0,0.0
,,,,0.0,,302.0,0.0,0.0
,,,,0.0,,9.0,0.0,0.0
,,,,0.0,,70.0,0.0,0.0
,,,,0.0,,77.0,0.0,0.0
,,,,0.0,,2.0,0.0,0.0
,,,,0.0,,20.0,0.0,0.0
,,,,0.0,,23.0,0.0,0.0
,,,,0.0,,574.0,0.0,0.0
,,,,0.0,,151.0,0.0,0.0
,,,,0.0,,18.0,0.0,0.0
,,,,0.0,,119.0,0.0,0.0
,,,,0.0,,107.0,0.0,0.0
,,,,0.0,,3.0,0.0,0.0
,,,,0.0,,391.0,0.0,0.0
,,,,0.0,,405.0,0.0,0.0
,,,,0.0,,1.0,0.0,0.0
,,,,0.0,,7.0,0.0,0.0
,,,,0.0,,97.0,0.0,0.0
,,,,0.0,,208.0,0.0,0.0
,,,,0.0,,92.0,0.0,0.0
,,,,0.0,,33.0,0.0,0.0
,,,,0.0,,2.0,0.0,0.0
,,,,0.0,,69.0,0.0,0.0
,,,,0.0,,5.0,0.0,0.0
,,,,0.0,,1222.0,0.0,0.0
,,,,0.0,,1.0,0.0,0.0
,,,,0.0,,61.0,0.0,0.0
,,,,0.0,,707.0,0.0,0.0
,,,,0.0,,33.0,0.0,0.0
,,,,0.0,,136.0,0.0,0.0
,,,,0.0,,2.0,0.0,0.0
,,,,0.0,,1.0,0.0,0.0
,,,,0.0,,1878.0,0.0,0.0
,,,,0.0,,1248.0,0.0,0.0
,,,,0.0,,123.0,0.0,0.0
,,,,0.0,,19.0,0.0,0.0
,,,,0.0,,21.0,0.0,0.0
,,,,0.0,,4.0,0.0,0.0
,,,,0.0,,53.0,0.0,0.0
,,,,0.0,,108.0,0.0,0.0
,,,,0.0,,1.0,0.0,0.0
,,,,0.0,,1231.0,0.0,0.0
,,,,0.0,,6.0,0.0,0.0
,,,,0.0,,1.0,0.0,0.0
,,,,0.0,,50.0,0.0,0.0
,,,,0.0,,68.0,0.0,0.0
,,,,0.0,,49.0,0.0,0.0
,,,,0.0,,5.0,0.0,0.0
,,,,0.0,,172.0,0.0,0.0
,,,,0.0,,25.0,0.0,0.0
,,,,0.0,,14.0,0.0,0.0
,,,,0.0,,2.0,0.0,0.0
,,,,0.0,,559.0,0.0,0.0
,,,,0.0,,587.0,0.0,0.0
,,,,0.0,,2197.0,0.0,0.0
,,,,0.0,,30331.0,0.0,0.0
,,,,0.0,,4.0,0.0,0.0
,,,,0.0,,20.0,0.0,0.0
,,,,0.0,,138.0,0.0,0.0
,,,,0.0,,319.0,0.0,0.0
,,,,0.0,,10.0,0.0,0.0
,1.9678031426551001e-10,1.9678031426551001e-10,1.8254167621911677e-10,1.8254167621911677e-10,,37.0,0.0,0.0
