TIMESTAMP,AE_CLOSE_PRICE_USD,AE_OPEN_PRICE_USD,AE_HIGH_PRICE_USD,AE_LOW_PRICE_USD
2018-04-29,5.08737,4.22157,6.1255,4.21044
2018-04-30,4.51636,5.08737,5.37034,4.32991
2018-05-01,4.68719,4.51512,4.89023,4.0386
2018-05-02,4.65868,4.68719,4.8576,4.49028
2018-05-03,4.57451,4.65579,4.91471,4.5182
2018-05-04,4.7531,4.5828,4.88588,4.37615
2018-05-05,4.61045,4.72918,5.09413,4.58262
2018-05-06,4.28491,4.65244,4.69595,4.01589
2018-05-07,4.25924,4.28491,4.47791,3.92857
2018-05-08,4.5444,4.27033,4.63262,4.20811
2018-05-09,4.64847,4.56014,4.88718,4.23919
2018-05-10,4.42227,4.65126,4.88818,4.39846
2018-05-11,3.86395,4.42225,4.50956,3.65332
2018-05-12,3.86346,3.86395,4.06115,2.9959
2018-05-13,3.92283,3.88051,4.16757,3.42356
2018-05-14,3.9285,3.92283,4.0573,3.68146
2018-05-15,4.38883,3.9285,4.55747,3.91489
2018-05-16,3.94413,4.38504,4.48636,3.80044
2018-05-17,3.81128,3.94465,4.21697,3.78365
2018-05-18,3.7936,3.80203,3.89988,3.6586
2018-05-19,3.82139,3.7936,3.92618,3.70295
2018-05-20,3.98982,3.82139,4.08525,3.77667
2018-05-21,3.85661,3.98982,4.03564,3.8
2018-05-22,3.57521,3.85661,3.89608,3.53341
2018-05-23,3.00957,3.57521,3.59135,2.9329
2018-05-24,3.27985,3.00958,3.35723,2.90089
2018-05-25,3.16826,3.27985,3.30021,3.10066
2018-05-26,3.18394,3.16826,3.3025,3.13582
2018-05-27,3.1973,3.18395,3.2179,3.14055
2018-05-28,2.99815,3.19632,3.26112,2.99079
2018-05-29,3.18801,2.9981,3.26865,2.92054
2018-05-30,3.15536,3.18796,3.27958,3.0641
2018-05-31,3.16711,3.1541,3.24174,3.03093
2018-06-01,3.16563,3.16753,3.19888,3.10671
2018-06-02,3.62844,3.16569,3.67124,3.11732
2018-06-03,3.52544,3.62843,3.64259,3.49098
2018-06-04,3.2666,3.52545,3.56747,3.20743
2018-06-05,3.407,3.26657,3.40796,3.13184
2018-06-06,3.61074,3.407,3.73431,3.31167
2018-06-07,3.73888,3.61074,3.96963,3.60117
2018-06-08,3.54406,3.73886,3.76862,3.45045
2018-06-09,3.49254,3.54402,3.6713,3.45668
2018-06-10,2.92945,3.49255,3.49813,2.84162
2018-06-11,3.01108,2.92947,3.09694,2.66311
2018-06-12,2.69977,3.01138,3.01138,2.632
2018-06-13,2.51024,2.69977,2.74261,2.3273
2018-06-14,2.71061,2.51024,2.73134,2.46318
2018-06-15,2.59642,2.71061,2.71982,2.58502
2018-06-16,2.60805,2.59634,2.649,2.51626
2018-06-17,2.57598,2.60805,2.64462,2.55714
2018-06-18,2.63615,2.57598,2.69322,2.47951
2018-06-19,2.63015,2.63616,2.69862,2.54366
2018-06-20,2.58877,2.63016,2.64384,2.54051
2018-06-21,2.4999,2.58877,2.62664,2.47591
2018-06-22,2.02885,2.4999,2.51298,2.00158
2018-06-23,1.93486,2.02884,2.08794,1.84071
2018-06-24,1.80328,1.9349,1.94732,1.61178
2018-06-25,1.93242,1.80328,2.04129,1.73331
2018-06-26,1.78225,1.93242,1.96651,1.77716
2018-06-27,1.85124,1.78225,1.87814,1.73182
2018-06-28,1.69124,1.85124,1.86756,1.65947
2018-06-29,1.80692,1.69124,1.86478,1.66233
2018-06-30,1.91288,1.80692,1.93674,1.80506
2018-07-01,1.89853,1.91288,1.95338,1.85143
2018-07-02,2.1165,1.89853,2.14786,1.86203
2018-07-03,2.02553,2.1165,2.26645,2.00083
2018-07-04,2.13332,2.02553,2.26066,1.94455
2018-07-05,2.13181,2.13332,2.24609,2.06318
2018-07-06,2.11153,2.13181,2.15593,2.00472
2018-07-07,2.14474,2.11153,2.14474,1.99532
2018-07-08,2.1133,2.14474,2.14474,2.07997
2018-07-09,1.9656,2.1133,2.11331,1.9656
2018-07-10,1.7308,1.9656,1.99469,1.72562
2018-07-11,1.72735,1.73082,1.79801,1.64754
2018-07-12,1.66542,1.72735,1.7515,1.62005
2018-07-13,1.67623,1.66542,1.74748,1.64452
2018-07-14,1.68789,1.67622,1.71311,1.65235
2018-07-15,1.76233,1.68789,1.79506,1.66855
2018-07-16,1.91208,1.76233,1.91392,1.72826
2018-07-17,2.0504,1.91208,2.09882,1.76214
2018-07-18,1.96079,2.0504,2.12368,1.93071
2018-07-19,1.93204,1.96079,2.01771,1.87083
2018-07-20,1.75968,1.93204,1.93339,1.75022
2018-07-21,1.80675,1.75968,1.85664,1.73251
2018-07-22,1.79262,1.80675,1.83702,1.7753
2018-07-23,1.90531,1.79262,1.9945,1.7805
2018-07-24,1.94056,1.90531,2.01842,1.86717
2018-07-25,1.93921,1.94056,2.00938,1.88458
2018-07-26,1.87081,1.93921,1.99218,1.84482
2018-07-27,1.95519,1.87081,2.01057,1.84444
2018-07-28,1.97516,1.95519,2.00161,1.92031
2018-07-29,2.03705,1.97516,2.08074,1.93767
2018-07-30,1.99935,2.03705,2.09961,1.9206
2018-07-31,1.86926,1.99935,2.00932,1.80106
2018-08-01,1.8131,1.86926,1.87558,1.78556
2018-08-02,1.70878,1.81309,1.83829,1.70108
2018-08-03,1.72014,1.70878,1.75543,1.64226
2018-08-04,1.66649,1.72014,1.76265,1.65084
2018-08-05,1.70244,1.66649,1.7042,1.65205
2018-08-06,1.66633,1.70244,1.72618,1.65859
2018-08-07,1.61433,1.66633,1.71408,1.60791
2018-08-08,1.26905,1.61433,1.61433,1.21064
2018-08-09,1.2869,1.26905,1.35513,1.20007
2018-08-10,1.21061,1.2869,1.29682,1.20998
2018-08-11,1.1329,1.21061,1.2222,1.08506
2018-08-12,1.12053,1.13292,1.16831,1.10032
2018-08-13,1.02682,1.12053,1.14713,1.02062
2018-08-14,0.90527,1.02682,1.02682,0.85529
2018-08-15,0.908,0.90527,1.00111,0.88575
2018-08-16,0.91903,0.908,0.95828,0.90062
2018-08-17,1.16031,0.91903,1.17922,0.91837
2018-08-18,1.05379,1.16031,1.24336,1.00737
2018-08-19,1.10096,1.05379,1.15548,1.02644
2018-08-20,0.97373,1.10096,1.13954,0.97061
2018-08-21,1.00687,0.97188,1.0507,0.95243
2018-08-22,0.97254,1.00687,1.07525,0.94835
2018-08-23,0.9923,0.97254,1.01114,0.94675
2018-08-24,1.03423,0.9923,1.04043,0.97123
2018-08-25,1.0384,1.03423,1.05245,0.99882
2018-08-26,1.02835,1.0384,1.04958,0.99019
2018-08-27,1.1163,1.02835,1.12961,1.00879
2018-08-28,1.21209,1.1163,1.2539,1.09192
2018-08-29,1.1417,1.2121,1.22271,1.10769
2018-08-30,1.11491,1.1417,1.15514,1.06249
2018-08-31,1.14818,1.11491,1.15004,1.08286
2018-09-01,1.19423,1.14818,1.23324,1.14131
2018-09-02,1.17256,1.19423,1.23305,1.14845
2018-09-03,1.17512,1.17256,1.20441,1.1409
2018-09-04,1.17917,1.17512,1.22661,1.14933
2018-09-05,0.9794,1.17917,1.19212,0.97099
2018-09-06,1.00695,0.9794,1.00918,0.93055
2018-09-07,0.96209,1.00695,1.03924,0.95084
2018-09-08,0.90632,0.96209,0.98815,0.89742
2018-09-09,0.92101,0.90632,0.95527,0.88393
2018-09-10,0.90423,0.92101,0.94188,0.88655
2018-09-11,0.88016,0.90423,0.92338,0.84828
2018-09-12,0.86099,0.88016,0.88178,0.80084
2018-09-13,0.90895,0.86099,0.93261,0.86098
2018-09-14,0.97631,0.90895,1.18477,0.90159
2018-09-15,1.02285,0.97631,1.04617,0.97027
2018-09-16,0.9948,1.02285,1.02285,0.96094
2018-09-17,0.91542,0.9948,1.00935,0.89057
2018-09-18,0.94487,0.91542,0.96666,0.90169
2018-09-19,0.93095,0.94487,0.95346,0.90191
2018-09-20,0.98001,0.93095,0.99012,0.92069
2018-09-21,1.06741,0.98001,1.06938,0.96213
2018-09-22,1.01557,1.06741,1.08485,0.98256
2018-09-23,1.02046,1.01557,1.05695,0.99614
2018-09-24,0.97859,1.02046,1.02886,0.95802
2018-09-25,0.97654,0.97859,0.97879,0.93365
2018-09-26,0.97064,0.97654,1.00714,0.94139
2018-09-27,1.01327,0.96622,1.02189,0.9561
2018-09-28,0.9969,1.01327,1.0289,0.98656
2018-09-29,1.09709,0.9969,1.12932,0.97338
2018-09-30,1.07198,1.09709,1.10209,1.0404
2018-10-01,1.08082,1.07091,1.14807,1.02672
2018-10-02,1.05118,1.08082,1.11325,1.0452
2018-10-03,1.06479,1.05118,1.08567,1.00604
2018-10-04,1.06623,1.06479,1.08977,1.05019
2018-10-05,1.0748,1.06623,1.08347,1.04598
2018-10-06,1.07211,1.0748,1.07943,1.05883
2018-10-07,1.06908,1.07211,1.0724,1.04673
2018-10-08,1.07153,1.06908,1.08968,1.0521
2018-10-09,1.09118,1.07153,1.10227,1.07126
2018-10-10,1.34337,1.09118,1.34454,1.08593
2018-10-11,1.08392,1.34337,1.34337,1.05951
2018-10-12,1.12021,1.08392,1.14986,1.06016
2018-10-13,1.11774,1.12021,1.15124,1.09455
2018-10-14,1.15981,1.11773,1.21133,1.11201
2018-10-15,1.21304,1.15127,1.30378,1.12605
2018-10-16,1.22693,1.21304,1.25932,1.19272
2018-10-17,1.30573,1.22693,1.33843,1.22693
2018-10-18,1.27323,1.30573,1.31681,1.25127
2018-10-19,1.38918,1.27323,1.39564,1.26083
2018-10-20,1.45099,1.38918,1.50795,1.34548
2018-10-21,1.40135,1.45099,1.45851,1.3801
2018-10-22,1.31473,1.40405,1.40405,1.27065
2018-10-23,1.31301,1.31473,1.37314,1.28962
2018-10-24,1.30396,1.31301,1.35198,1.2997
2018-10-25,1.27105,1.30396,1.30688,1.26082
2018-10-26,1.29114,1.27105,1.31247,1.22444
2018-10-27,1.26127,1.29048,1.29512,1.25664
2018-10-28,1.2859,1.26127,1.31,1.2475
2018-10-29,1.183,1.2859,1.2859,1.1618
2018-10-30,1.14,1.183,1.2059,1.1262
2018-10-31,1.1526,1.14,1.1707,1.111
2018-11-01,1.1777,1.1526,1.1864,1.1427
2018-11-02,1.1978,1.1777,1.2113,1.1777
2018-11-03,1.1934,1.1978,1.2,1.18
2018-11-04,1.191,1.1934,1.2,1.16
2018-11-05,1.2014,1.191,1.2418,1.1617
2018-11-06,1.206,1.2014,1.2293,1.1824
2018-11-07,1.1788,1.206,1.2279,1.163
2018-11-08,1.17,1.1788,1.21,1.16
2018-11-09,1.1662,1.17,1.191,1.147
2018-11-10,1.178,1.1662,1.1899,1.1568
2018-11-11,1.166,1.178,1.1799,1.1411
2018-11-12,1.1681,1.166,1.1955,1.145
2018-11-13,1.1441,1.1681,1.1681,1.1415
2018-11-14,0.9729,1.1441,1.154,0.8894
2018-11-15,0.9546,0.9729,0.9888,0.8382
2018-11-16,0.9154,0.9546,0.9599,0.8925
2018-11-17,0.8999,0.9154,0.9441,0.8456
2018-11-18,0.8946,0.8999,0.9112,0.8747
2018-11-19,0.751,0.8946,0.9032,0.7261
2018-11-20,0.6234,0.751,0.7777,0.56
2018-11-21,0.6761,0.6228,0.679,0.5985
2018-11-22,0.605,0.6761,0.6761,0.6029
2018-11-23,0.6055,0.603,0.6238,0.5701
2018-11-24,0.5943,0.6055,0.6825,0.5792
2018-11-25,0.5911,0.5943,0.6092,0.5147
2018-11-26,0.5558,0.5911,0.62,0.5324
2018-11-27,0.5527,0.5558,0.5658,0.5255
2018-11-28,0.619,0.5527,0.6366,0.5481
2018-11-29,0.6026,0.619,0.6286,0.5835
2018-11-30,0.559,0.6026,0.608,0.5426
2018-12-01,0.5735,0.559,0.5865,0.5486
2018-12-02,0.5575,0.5735,0.5793,0.5509
2018-12-03,0.5306,0.5575,0.5613,0.5162
2018-12-04,0.5108,0.5306,0.5362,0.4982
2018-12-05,0.4411,0.5108,0.518,0.4411
2018-12-06,0.3538,0.4411,0.4516,0.3489
2018-12-07,0.3571,0.3538,0.3676,0.31
2018-12-08,0.3838,0.3571,0.4114,0.3502
2018-12-09,0.4202,0.3838,0.4462,0.3751
2018-12-10,0.3895,0.4205,0.4276,0.3823
2018-12-11,0.3825,0.3895,0.3968,0.3665
2018-12-12,0.3877,0.3783,0.4008,0.37
2018-12-13,0.3764,0.3877,0.3921,0.3717
2018-12-14,0.328,0.3764,0.3788,0.3166
2018-12-15,0.3388,0.328,0.3509,0.3268
2018-12-16,0.3362,0.3388,0.3493,0.3321
2018-12-17,0.3755,0.3362,0.3897,0.3362
2018-12-18,0.385,0.3755,0.3867,0.3606
2018-12-19,0.3873,0.385,0.435,0.3795
2018-12-20,0.4161,0.3873,0.4246,0.3764
2018-12-21,0.4468,0.4161,0.498,0.4116
2018-12-22,0.4498,0.4468,0.462,0.42
2018-12-23,0.465,0.4498,0.48,0.4413
2018-12-24,0.4703,0.465,0.5147,0.4645
2018-12-25,0.4011,0.4703,0.4715,0.3801
2018-12-26,0.416,0.4011,0.4265,0.392
2018-12-27,0.3662,0.416,0.4202,0.3615
2018-12-28,0.4094,0.3662,0.42,0.3642
2018-12-29,0.397,0.4094,0.418,0.3875
2018-12-30,0.3995,0.397,0.411,0.3879
2018-12-31,0.3814,0.3995,0.4,0.3737
2019-01-01,0.393,0.3814,0.3934,0.3765
2019-01-02,0.4054,0.393,0.4117,0.3836
2019-01-03,0.3874,0.4054,0.411,0.3822
2019-01-04,0.3876,0.3874,0.393,0.375
2019-01-05,0.3889,0.3876,0.397,0.3812
2019-01-06,0.4075,0.3889,0.4249,0.3838
2019-01-07,0.401,0.4075,0.4178,0.4001
2019-01-08,0.3965,0.401,0.4097,0.3931
2019-01-09,0.403,0.3965,0.4058,0.3942
2019-01-10,0.3641,0.403,0.4501,0.3575
2019-01-11,0.3646,0.3641,0.372,0.353
2019-01-12,0.3722,0.3646,0.3852,0.354
2019-01-13,0.3457,0.3722,0.3722,0.3446
2019-01-14,0.3635,0.3457,0.367,0.3439
2019-01-15,0.404,0.3635,0.4192,0.3616
2019-01-16,0.5134,0.404,0.522,0.3959
2019-01-17,0.4621,0.5134,0.5134,0.4305
2019-01-18,0.4265,0.4621,0.4632,0.42
2019-01-19,0.4371,0.4265,0.476,0.4195
2019-01-20,0.4265,0.4371,0.4473,0.4001
2019-01-21,0.4192,0.4265,0.433,0.4102
2019-01-22,0.4163,0.4192,0.423,0.3995
2019-01-23,0.4134,0.4163,0.4258,0.41
2019-01-24,0.4136,0.4134,0.4162,0.4067
2019-01-25,0.4105,0.4136,0.421,0.4077
2019-01-26,0.4086,0.4105,0.4166,0.408
2019-01-27,0.388,0.4086,0.412,0.385
2019-01-28,0.3676,0.388,0.3899,0.3563
2019-01-29,0.3725,0.3676,0.3817,0.3589
2019-01-30,0.375,0.3725,0.3796,0.3681
2019-01-31,0.3645,0.375,0.3788,0.3602
2019-02-01,0.3687,0.3645,0.375,0.3605
2019-02-02,0.3763,0.3687,0.3766,0.3659
2019-02-03,0.3726,0.3763,0.3764,0.3685
2019-02-04,0.3699,0.3726,0.374,0.3681
2019-02-05,0.3694,0.3699,0.3715,0.3666
2019-02-06,0.3612,0.3694,0.3714,0.36
2019-02-07,0.3621,0.3612,0.3669,0.3611
2019-02-08,0.3918,0.3621,0.397,0.3607
2019-02-09,0.4018,0.3918,0.4135,0.3883
2019-02-10,0.399,0.4018,0.4038,0.3807
2019-02-11,0.3873,0.399,0.399,0.3837
2019-02-12,0.3899,0.3873,0.3908,0.3828
2019-02-13,0.38609,0.3899,0.4025,0.3852
2019-02-14,0.37839,0.38609,0.38916,0.37581
2019-02-15,0.38734,0.37838,0.39051,0.37661
2019-02-16,0.41187,0.38734,0.43691,0.38679
2019-02-17,0.40919,0.41195,0.42081,0.40506
2019-02-18,0.43483,0.40909,0.43765,0.40876
2019-02-19,0.43386,0.43483,0.44951,0.43214
2019-02-20,0.43585,0.43364,0.43597,0.42049
2019-02-21,0.41934,0.43581,0.43583,0.41481
2019-02-22,0.43447,0.41934,0.43498,0.41717
2019-02-23,0.462,0.43439,0.46754,0.43273
2019-02-24,0.41782,0.462,0.49899,0.41019
2019-02-25,0.41547,0.41782,0.42591,0.4076
2019-02-26,0.42297,0.41545,0.42818,0.41384
2019-02-27,0.43422,0.42297,0.43652,0.42186
2019-02-28,0.45496,0.43422,0.46833,0.43355
2019-03-01,0.45521,0.45505,0.464,0.45407
2019-03-02,0.44048,0.45521,0.45936,0.43779
2019-03-03,0.44022,0.44048,0.44851,0.43632
2019-03-04,0.41762,0.44022,0.44473,0.41103
2019-03-05,0.42085,0.41795,0.42371,0.41425
2019-03-06,0.42974,0.42085,0.43611,0.41943
2019-03-07,0.42658,0.42974,0.43601,0.42586
2019-03-08,0.43029,0.42658,0.43424,0.42317
2019-03-09,0.43535,0.43029,0.43763,0.42958
2019-03-10,0.43435,0.43535,0.44849,0.43289
2019-03-11,0.42659,0.43435,0.44071,0.42597
2019-03-12,0.43893,0.4266,0.44584,0.27388
2019-03-13,0.43585,0.43892,0.44098,0.4291
2019-03-14,0.45245,0.43585,0.46921,0.42902
2019-03-15,0.4639,0.45221,0.46872,0.45219
2019-03-16,0.4681,0.4639,0.47363,0.45558
2019-03-17,0.45941,0.4681,0.4688,0.45347
2019-03-18,0.45639,0.45932,0.46678,0.44776
2019-03-19,0.45941,0.45639,0.46277,0.44979
2019-03-20,0.47354,0.45941,0.47516,0.45049
2019-03-21,0.46717,0.47362,0.49378,0.45338
2019-03-22,0.46325,0.46717,0.47445,0.46011
2019-03-23,0.47794,0.46325,0.48265,0.46278
2019-03-24,0.47421,0.47794,0.47934,0.46962
2019-03-25,0.46088,0.47439,0.47534,0.45602
2019-03-26,0.45871,0.46088,0.46484,0.43851
2019-03-27,0.48046,0.4587,0.48126,0.45364
2019-03-28,0.46792,0.48047,0.48047,0.46309
2019-03-29,0.48469,0.46795,0.48471,0.46225
2019-03-30,0.50394,0.48468,0.51498,0.47601
2019-03-31,0.53041,0.50387,0.55132,0.50039
2019-04-01,0.52907,0.52986,0.53734,0.51754
2019-04-02,0.58164,0.52908,0.5843,0.5141
2019-04-03,0.61606,0.58213,0.67065,0.5717
2019-04-04,0.61075,0.61608,0.63869,0.58645
2019-04-05,0.63517,0.61074,0.64845,0.61074
2019-04-06,0.65213,0.63533,0.68201,0.62622
2019-04-07,0.66087,0.65209,0.68393,0.63367
2019-04-08,0.62365,0.66086,0.67262,0.59515
2019-04-09,0.59494,0.62365,0.626,0.5824
2019-04-10,0.61963,0.59486,0.63087,0.59265
2019-04-11,0.54868,0.61967,0.62007,0.50751
2019-04-12,0.54493,0.54868,0.56152,0.50268
2019-04-13,0.53681,0.54493,0.55601,0.5329
2019-04-14,0.55889,0.53681,0.56394,0.52662
2019-04-15,0.53459,0.55888,0.56678,0.53125
2019-04-16,0.54611,0.53459,0.54611,0.52693
2019-04-17,0.5412,0.5458,0.54888,0.53374
2019-04-18,0.54657,0.54119,0.55009,0.5409
2019-04-19,0.53677,0.54657,0.54662,0.53328
2019-04-20,0.56904,0.53677,0.58534,0.53592
2019-04-21,0.53511,0.56904,0.58271,0.51241
2019-04-22,0.55659,0.53512,0.56385,0.52146
2019-04-23,0.52784,0.55659,0.56368,0.52512
2019-04-24,0.45254,0.52524,0.52728,0.43153
2019-04-25,0.45601,0.45254,0.50501,0.44654
2019-04-26,0.44976,0.45602,0.49047,0.42602
2019-04-27,0.45208,0.44975,0.48912,0.43157
2019-04-28,0.44826,0.45208,0.46817,0.44758
2019-04-29,0.44285,0.44826,0.46268,0.42606
2019-04-30,0.43583,0.44285,0.46819,0.42668
2019-05-01,0.45924,0.44992,0.46768,0.4319
2019-05-02,0.48522,0.45926,0.49005,0.43641
2019-05-03,0.47689,0.48522,0.48768,0.46933
2019-05-04,0.45654,0.47689,0.4963,0.44188
2019-05-05,0.45532,0.45659,0.46318,0.45253
2019-05-06,0.48388,0.45532,0.50435,0.44736
2019-05-07,0.4639,0.48382,0.49572,0.46389
2019-05-08,0.47357,0.4639,0.48822,0.45794
2019-05-09,0.44627,0.47356,0.47759,0.44385
2019-05-10,0.43718,0.4462,0.45465,0.42651
2019-05-11,0.45892,0.43718,0.48901,0.42978
2019-05-12,0.44446,0.45892,0.48256,0.43893
2019-05-13,0.45902,0.44446,0.48144,0.43873
2019-05-14,0.50146,0.45894,0.52094,0.44924
2019-05-15,0.5545,0.50146,0.56517,0.4983
2019-05-16,0.54162,0.5545,0.61495,0.5125
2019-05-17,0.51879,0.54128,0.55632,0.46745
2019-05-18,0.497,0.49909,0.52431,0.48416
2019-05-19,0.53816,0.497,0.54162,0.48463
2019-05-20,0.51088,0.53818,0.5382,0.49747
2019-05-21,0.5245,0.51092,0.52906,0.504
