TIMESTAMP,TRX_OPEN_PRICE_USD,TRX_HIGH_PRICE_USD,TRX_LOW_PRICE_USD,TRX_CLOSE_PRICE_USD
2018-01-21,0.08601,0.08601,0.0675,0.0719
2018-01-22,0.07176,0.08292,0.06265,0.07199
2018-01-23,0.07179,0.07499,0.06296,0.06861
2018-01-24,0.06858,0.07628,0.06656,0.07221
2018-01-25,0.07221,0.07687,0.06675,0.06953
2018-01-26,0.06953,0.07197,0.06021,0.06548
2018-01-27,0.06533,0.07029,0.06437,0.06925
2018-01-28,0.06925,0.07288,0.06567,0.06748
2018-01-29,0.06748,0.06861,0.06372,0.06459
2018-01-30,0.06459,0.0655,0.0522,0.05747
2018-01-31,0.05736,0.05754,0.05047,0.05478
2018-02-01,0.0546,0.05995,0.04378,0.04699
2018-02-02,0.0469,0.04776,0.03225,0.0411
2018-02-03,0.0411,0.04973,0.03709,0.046
2018-02-04,0.04601,0.04789,0.03679,0.03957
2018-02-05,0.03957,0.04025,0.02854,0.03018
2018-02-06,0.03008,0.03791,0.02533,0.03543
2018-02-07,0.03541,0.04131,0.03193,0.03475
2018-02-08,0.03475,0.03928,0.03245,0.03805
2018-02-09,0.03805,0.04713,0.03595,0.04522
2018-02-10,0.04522,0.05565,0.0435,0.04835
2018-02-11,0.04835,0.04847,0.03911,0.04338
2018-02-12,0.04338,0.04832,0.04192,0.0462
2018-02-13,0.0462,0.04676,0.04216,0.04304
2018-02-14,0.04304,0.04681,0.04271,0.04613
2018-02-15,0.04613,0.04795,0.0447,0.04667
2018-02-16,0.04667,0.05406,0.04615,0.05279
2018-02-17,0.05274,0.05491,0.05106,0.05438
2018-02-18,0.05438,0.05549,0.04758,0.05012
2018-02-19,0.05012,0.05329,0.04941,0.05121
2018-02-20,0.05125,0.05244,0.04753,0.04784
2018-02-21,0.04788,0.04877,0.04291,0.04436
2018-02-22,0.04436,0.04732,0.03963,0.04049
2018-02-23,0.04053,0.0439,0.03867,0.04277
2018-02-24,0.04277,0.0461,0.03943,0.04072
2018-02-25,0.04072,0.04195,0.03935,0.04051
2018-02-26,0.04051,0.04302,0.03876,0.04198
2018-02-27,0.04185,0.04337,0.04089,0.04289
2018-02-28,0.04307,0.04699,0.04085,0.04455
2018-03-01,0.04451,0.04687,0.04246,0.04571
2018-03-02,0.04571,0.05699,0.04571,0.05368
2018-03-03,0.05368,0.05408,0.04789,0.04944
2018-03-04,0.04938,0.04984,0.04717,0.04769
2018-03-05,0.04769,0.04849,0.04638,0.04724
2018-03-06,0.04724,0.04821,0.0435,0.0442
2018-03-07,0.0442,0.04535,0.03522,0.0396
2018-03-08,0.03958,0.03992,0.03563,0.03696
2018-03-09,0.03721,0.03732,0.0308,0.03665
2018-03-10,0.03665,0.03889,0.03448,0.03535
2018-03-11,0.03535,0.03981,0.03366,0.03898
2018-03-12,0.03898,0.03964,0.03485,0.03619
2018-03-13,0.03617,0.03857,0.03482,0.0364
2018-03-14,0.03638,0.03714,0.03075,0.03149
2018-03-15,0.03149,0.03191,0.02866,0.03041
2018-03-16,0.03041,0.03179,0.0292,0.03109
2018-03-17,0.03109,0.03148,0.02831,0.02909
2018-03-18,0.02912,0.03111,0.02349,0.02908
2018-03-19,0.02905,0.03353,0.02852,0.0324
2018-03-20,0.03237,0.04326,0.03159,0.03865
2018-03-21,0.03855,0.04133,0.03631,0.03698
2018-03-22,0.03695,0.03949,0.03423,0.03733
2018-03-23,0.03729,0.04109,0.0351,0.04013
2018-03-24,0.04013,0.05279,0.03955,0.04937
2018-03-25,0.04937,0.05099,0.04503,0.04703
2018-03-26,0.04689,0.04757,0.03937,0.04119
2018-03-27,0.04119,0.04764,0.04012,0.04515
2018-03-28,0.04514,0.04683,0.04274,0.04507
2018-03-29,0.04507,0.0536,0.04269,0.04417
2018-03-30,0.04427,0.0465,0.03881,0.04222
2018-03-31,0.04222,0.04358,0.03364,0.03428
2018-04-01,0.03428,0.03519,0.02846,0.0321
2018-04-02,0.03209,0.0357,0.03105,0.03454
2018-04-03,0.03428,0.03618,0.03368,0.0355
2018-04-04,0.0355,0.03582,0.02984,0.03077
2018-04-05,0.03077,0.04608,0.02903,0.03907
2018-04-06,0.03907,0.04421,0.03551,0.03694
2018-04-07,0.03694,0.03846,0.03628,0.03782
2018-04-08,0.03762,0.03917,0.03668,0.03788
2018-04-09,0.03788,0.03844,0.03415,0.03571
2018-04-10,0.03571,0.03773,0.03509,0.03735
2018-04-11,0.03735,0.03794,0.03628,0.03657
2018-04-12,0.03657,0.04052,0.03531,0.03919
2018-04-13,0.04035,0.04397,0.03875,0.03949
2018-04-14,0.03949,0.04159,0.03874,0.0408
2018-04-15,0.0408,0.04424,0.04023,0.04354
2018-04-16,0.04354,0.04462,0.03998,0.04106
2018-04-17,0.04106,0.04396,0.04072,0.0424
2018-04-18,0.0424,0.04744,0.04227,0.04719
2018-04-19,0.04719,0.05197,0.04656,0.04934
2018-04-20,0.04932,0.05319,0.04837,0.0527
2018-04-21,0.0529,0.05664,0.04934,0.05204
2018-04-22,0.05204,0.0547,0.05145,0.05363
2018-04-23,0.05362,0.05868,0.05194,0.05789
2018-04-24,0.05789,0.07308,0.05704,0.07294
2018-04-25,0.0731,0.08041,0.06469,0.07411
2018-04-26,0.07411,0.0743,0.06574,0.07191
2018-04-27,0.07189,0.0794,0.07145,0.07398
2018-04-28,0.07392,0.08432,0.07325,0.08168
2018-04-29,0.08168,0.08922,0.07993,0.0855
2018-04-30,0.08554,0.1008,0.08434,0.09239
2018-05-01,0.0924,0.09505,0.08456,0.09056
2018-05-02,0.09057,0.09322,0.08942,0.09131
2018-05-03,0.09131,0.09161,0.08345,0.0874
2018-05-04,0.08626,0.08843,0.08028,0.08673
2018-05-05,0.08673,0.09099,0.08556,0.08751
2018-05-06,0.08751,0.08751,0.08141,0.08361
2018-05-07,0.08361,0.08472,0.07857,0.08327
2018-05-08,0.08327,0.08596,0.08004,0.08316
2018-05-09,0.08316,0.08346,0.07809,0.08015
2018-05-10,0.08029,0.0819,0.07652,0.07654
2018-05-11,0.07652,0.07666,0.06293,0.06431
2018-05-12,0.06431,0.07086,0.05915,0.06597
2018-05-13,0.06597,0.07585,0.06539,0.07346
2018-05-14,0.07317,0.0743,0.06842,0.07156
2018-05-15,0.07156,0.07245,0.06742,0.06748
2018-05-16,0.06748,0.07117,0.06254,0.06955
2018-05-17,0.06955,0.07305,0.06613,0.06661
2018-05-18,0.06661,0.06912,0.06407,0.0683
2018-05-19,0.0683,0.07037,0.06701,0.06812
2018-05-20,0.06796,0.07803,0.06786,0.07787
2018-05-21,0.07787,0.08423,0.07653,0.08056
2018-05-22,0.08056,0.08217,0.07434,0.07434
2018-05-23,0.0743,0.07567,0.06505,0.06973
2018-05-24,0.06973,0.0733,0.06688,0.07133
2018-05-25,0.07131,0.07271,0.06813,0.07062
2018-05-26,0.07062,0.07632,0.06933,0.07381
2018-05-27,0.07381,0.07429,0.06866,0.06976
2018-05-28,0.06975,0.07054,0.06078,0.06078
2018-05-29,0.06086,0.0655,0.05648,0.06485
2018-05-30,0.06485,0.06732,0.05903,0.06035
2018-05-31,0.06034,0.0638,0.0579,0.0608
2018-06-01,0.0608,0.06117,0.05579,0.05702
2018-06-02,0.05702,0.06314,0.0569,0.06077
2018-06-03,0.06077,0.06336,0.06016,0.06173
2018-06-04,0.06173,0.06226,0.05794,0.05936
2018-06-05,0.05936,0.06117,0.05704,0.05995
2018-06-06,0.05996,0.06063,0.05803,0.0594
2018-06-07,0.0594,0.06031,0.05864,0.05894
2018-06-08,0.05894,0.05911,0.05659,0.05791
2018-06-09,0.05791,0.05924,0.05735,0.05756
2018-06-10,0.05756,0.05797,0.04509,0.0467
2018-06-11,0.0467,0.04881,0.04474,0.04682
2018-06-12,0.04682,0.04874,0.04307,0.04367
2018-06-13,0.04367,0.04386,0.03774,0.0404
2018-06-14,0.0404,0.04552,0.04008,0.04498
2018-06-15,0.04498,0.04591,0.04282,0.04284
2018-06-16,0.04284,0.04342,0.04139,0.04326
2018-06-17,0.04326,0.04345,0.0424,0.04279
2018-06-18,0.04279,0.04591,0.04112,0.04534
2018-06-19,0.04534,0.0516,0.04444,0.04854
2018-06-20,0.04854,0.05015,0.04555,0.04916
2018-06-21,0.04914,0.05051,0.04731,0.04854
2018-06-22,0.04854,0.04924,0.04123,0.04172
2018-06-23,0.04172,0.04486,0.04138,0.04486
2018-06-24,0.04492,0.04502,0.03804,0.04233
2018-06-25,0.04233,0.0436,0.04088,0.042
2018-06-26,0.042,0.0422,0.03924,0.0399
2018-06-27,0.0399,0.0399,0.03745,0.03898
2018-06-28,0.03892,0.03968,0.03702,0.03727
2018-06-29,0.03727,0.03747,0.03468,0.03552
2018-06-30,0.03552,0.04,0.03547,0.03772
2018-07-01,0.03772,0.0387,0.0368,0.03773
2018-07-02,0.03773,0.04089,0.03719,0.04081
2018-07-03,0.04081,0.04154,0.03904,0.04
2018-07-04,0.04,0.04085,0.03793,0.03991
2018-07-05,0.03991,0.04042,0.03793,0.03797
2018-07-06,0.03797,0.03853,0.03631,0.03787
2018-07-07,0.03787,0.03799,0.03625,0.03681
2018-07-08,0.03681,0.03828,0.0363,0.03783
2018-07-09,0.03783,0.038,0.0363,0.03696
2018-07-10,0.03671,0.03725,0.03267,0.03438
2018-07-11,0.03438,0.03497,0.03282,0.03349
2018-07-12,0.03349,0.0341,0.03142,0.0317
2018-07-13,0.0317,0.03459,0.0312,0.03341
2018-07-14,0.03341,0.03386,0.03258,0.0333
2018-07-15,0.0333,0.03498,0.03303,0.0348
2018-07-16,0.0348,0.0373,0.03404,0.03668
2018-07-17,0.03668,0.04089,0.03603,0.04089
2018-07-18,0.04089,0.04358,0.039,0.04011
2018-07-19,0.04011,0.04011,0.03739,0.03772
2018-07-20,0.03772,0.03836,0.03452,0.03463
2018-07-21,0.03463,0.03646,0.03376,0.0359
2018-07-22,0.0359,0.03645,0.03506,0.0353
2018-07-23,0.03504,0.03641,0.03418,0.0342
2018-07-24,0.0342,0.0393,0.03289,0.03794
2018-07-25,0.03794,0.03921,0.03681,0.03756
2018-07-26,0.03756,0.0387,0.03578,0.03599
2018-07-27,0.036,0.03705,0.0352,0.03685
2018-07-28,0.03685,0.03699,0.0358,0.0367
2018-07-29,0.0367,0.04091,0.0367,0.03981
2018-07-30,0.03981,0.04061,0.0352,0.03611
2018-07-31,0.03618,0.03669,0.0335,0.03384
2018-08-01,0.03384,0.03402,0.03151,0.03151
2018-08-02,0.03151,0.03312,0.03064,0.03137
2018-08-03,0.03137,0.03159,0.02919,0.03096
2018-08-04,0.03096,0.03132,0.02835,0.02874
2018-08-05,0.02874,0.02996,0.02815,0.0298
2018-08-06,0.0298,0.03092,0.0287,0.0287
2018-08-07,0.0287,0.02991,0.0287,0.02938
2018-08-08,0.02938,0.02939,0.0233,0.02398
2018-08-09,0.02398,0.02671,0.0236,0.02581
2018-08-10,0.02581,0.0264,0.02338,0.02338
2018-08-11,0.02338,0.02434,0.02179,0.02326
2018-08-12,0.02326,0.02343,0.02206,0.02278
2018-08-13,0.02278,0.02324,0.01935,0.01938
2018-08-14,0.01938,0.01959,0.01606,0.01801
2018-08-15,0.01793,0.02062,0.01784,0.01998
2018-08-16,0.01998,0.02013,0.01889,0.01919
2018-08-17,0.01919,0.0228,0.01917,0.02273
2018-08-18,0.02273,0.02456,0.0208,0.02133
2018-08-19,0.02133,0.02278,0.02086,0.02206
2018-08-20,0.02206,0.02253,0.02133,0.02152
2018-08-21,0.02152,0.02152,0.01988,0.02081
2018-08-22,0.02081,0.02206,0.0198,0.02059
2018-08-23,0.02059,0.02062,0.01921,0.02045
2018-08-24,0.02045,0.0216,0.02042,0.02151
2018-08-25,0.02151,0.02257,0.02089,0.0221
2018-08-26,0.0221,0.02311,0.0212,0.0225
2018-08-27,0.0225,0.02443,0.02243,0.02443
2018-08-28,0.02443,0.02787,0.02408,0.02703
2018-08-29,0.02703,0.02733,0.02465,0.02587
2018-08-30,0.02587,0.02639,0.02323,0.0246
2018-08-31,0.0246,0.02643,0.02436,0.02543
2018-09-01,0.02543,0.02719,0.02532,0.02649
2018-09-02,0.02649,0.02671,0.02476,0.02577
2018-09-03,0.02577,0.02594,0.02448,0.0252
2018-09-04,0.02523,0.02582,0.02497,0.02547
2018-09-05,0.02547,0.02552,0.02159,0.02194
2018-09-06,0.02194,0.02202,0.02011,0.02096
2018-09-07,0.02096,0.0222,0.02014,0.02075
2018-09-08,0.02075,0.02126,0.01876,0.01897
2018-09-09,0.01897,0.0205,0.01885,0.01993
2018-09-10,0.01993,0.02021,0.01887,0.0192
2018-09-11,0.0192,0.01984,0.01787,0.0184
2018-09-12,0.0184,0.0186,0.01716,0.01819
2018-09-13,0.01819,0.02059,0.01805,0.01981
2018-09-14,0.01981,0.02063,0.01892,0.01996
2018-09-15,0.01987,0.02041,0.01962,0.0199
2018-09-16,0.0199,0.02012,0.01921,0.02001
2018-09-17,0.02001,0.02029,0.01811,0.01836
2018-09-18,0.01836,0.01964,0.01817,0.01912
2018-09-19,0.01912,0.02018,0.01871,0.01961
2018-09-20,0.01961,0.02103,0.01955,0.02077
2018-09-21,0.02077,0.02621,0.02066,0.02414
2018-09-22,0.02414,0.02549,0.02236,0.02319
2018-09-23,0.02319,0.02479,0.02302,0.02353
2018-09-24,0.02353,0.02419,0.02202,0.02254
2018-09-25,0.02254,0.02256,0.02015,0.02088
2018-09-26,0.02111,0.022,0.02036,0.02098
2018-09-27,0.02098,0.02299,0.02062,0.0228
2018-09-28,0.0228,0.02308,0.02132,0.0221
2018-09-29,0.0221,0.02227,0.0212,0.02194
2018-09-30,0.02194,0.0227,0.0218,0.02201
2018-10-01,0.02201,0.02258,0.0216,0.02211
2018-10-02,0.02211,0.02252,0.02181,0.02202
2018-10-03,0.02202,0.02239,0.02119,0.02134
2018-10-04,0.02126,0.02369,0.02125,0.02264
2018-10-05,0.02264,0.02338,0.02218,0.02315
2018-10-06,0.02315,0.02437,0.02277,0.02348
2018-10-07,0.02348,0.02639,0.02322,0.02574
2018-10-08,0.02574,0.02814,0.02544,0.02726
2018-10-09,0.02726,0.0273,0.02538,0.02609
2018-10-10,0.02609,0.0263,0.0246,0.02555
2018-10-11,0.02555,0.02556,0.02163,0.02192
2018-10-12,0.02192,0.02403,0.02072,0.02356
2018-10-13,0.02356,0.02422,0.0228,0.02391
2018-10-14,0.02391,0.02491,0.02367,0.02424
2018-10-15,0.02423,0.02775,0.02291,0.0249
2018-10-16,0.0249,0.02586,0.02452,0.02477
2018-10-17,0.02477,0.02609,0.02405,0.02481
2018-10-18,0.02481,0.02573,0.02436,0.0244
2018-10-19,0.0244,0.02498,0.02421,0.02441
2018-10-20,0.02441,0.02476,0.02431,0.02463
2018-10-21,0.0246,0.02505,0.02452,0.02472
2018-10-22,0.02472,0.02476,0.02403,0.02427
2018-10-23,0.02427,0.02438,0.02328,0.02381
2018-10-24,0.02381,0.0242,0.02357,0.02384
2018-10-25,0.02384,0.02413,0.02344,0.02362
2018-10-26,0.02362,0.02408,0.02305,0.02394
2018-10-27,0.02394,0.02401,0.02342,0.02356
2018-10-28,0.02356,0.02384,0.02344,0.02375
2018-10-29,0.02378,0.02383,0.0219,0.02227
2018-10-30,0.02227,0.02338,0.02216,0.02243
2018-10-31,0.02243,0.02283,0.02171,0.02256
2018-11-01,0.02256,0.02266,0.02218,0.0225
2018-11-02,0.0225,0.02332,0.02248,0.02304
2018-11-03,0.02304,0.0231,0.0226,0.0228
2018-11-04,0.0228,0.02395,0.02237,0.02355
2018-11-05,0.02355,0.02406,0.02336,0.02386
2018-11-06,0.02386,0.02483,0.02381,0.02471
2018-11-07,0.02471,0.02503,0.0238,0.02421
2018-11-08,0.02421,0.02428,0.02324,0.02327
2018-11-09,0.02327,0.0236,0.02294,0.02343
2018-11-10,0.02343,0.02356,0.02297,0.02331
2018-11-11,0.02331,0.02333,0.02278,0.02293
2018-11-12,0.02293,0.02319,0.02238,0.02273
2018-11-13,0.02273,0.02298,0.02236,0.02247
2018-11-14,0.02247,0.02249,0.0187,0.01956
2018-11-15,0.01956,0.02006,0.01761,0.01918
2018-11-16,0.01918,0.01982,0.01888,0.01912
2018-11-17,0.0191,0.01937,0.01866,0.01914
2018-11-18,0.01914,0.01988,0.01893,0.01903
2018-11-19,0.01903,0.01911,0.0158,0.01595
2018-11-20,0.01595,0.01672,0.0126,0.01409
2018-11-21,0.01409,0.01521,0.01366,0.01462
2018-11-22,0.01462,0.01517,0.01423,0.0145
2018-11-23,0.0145,0.01453,0.01326,0.01405
2018-11-24,0.01405,0.01444,0.01219,0.0125
2018-11-25,0.0125,0.01293,0.01106,0.01254
2018-11-26,0.01254,0.01306,0.01141,0.01168
2018-11-27,0.01168,0.01225,0.01141,0.01221
2018-11-28,0.01221,0.016,0.01205,0.0147
2018-11-29,0.0147,0.01712,0.01449,0.01561
2018-11-30,0.01561,0.01601,0.01361,0.01438
2018-12-01,0.01439,0.01573,0.01404,0.01541
2018-12-02,0.01541,0.01585,0.01465,0.01483
2018-12-03,0.01483,0.01527,0.01359,0.01393
2018-12-04,0.01389,0.01573,0.01356,0.0145
2018-12-05,0.0145,0.01494,0.01403,0.01425
2018-12-06,0.01425,0.01471,0.01347,0.01348
2018-12-07,0.01348,0.01367,0.01231,0.01356
2018-12-08,0.01356,0.01416,0.01298,0.01416
2018-12-09,0.01416,0.01441,0.01347,0.01376
2018-12-10,0.01376,0.01411,0.01317,0.01356
2018-12-11,0.01356,0.0139,0.01319,0.01354
2018-12-12,0.01354,0.01416,0.01325,0.0137
2018-12-13,0.0137,0.0139,0.01319,0.01326
2018-12-14,0.01326,0.0136,0.01267,0.01307
2018-12-15,0.01307,0.01352,0.01275,0.01305
2018-12-16,0.01305,0.01362,0.01293,0.01331
2018-12-17,0.01331,0.01505,0.0132,0.01442
2018-12-18,0.01442,0.01499,0.01415,0.01471
2018-12-19,0.01471,0.01802,0.01467,0.01636
2018-12-20,0.01636,0.01788,0.01559,0.01745
2018-12-21,0.01745,0.02302,0.01732,0.02031
2018-12-22,0.02031,0.0219,0.01895,0.02118
2018-12-23,0.02118,0.02264,0.02061,0.02128
2018-12-24,0.02128,0.02417,0.02073,0.02157
2018-12-25,0.02157,0.02181,0.01891,0.02014
2018-12-26,0.02014,0.02146,0.0198,0.02093
2018-12-27,0.02093,0.02098,0.01871,0.01886
2018-12-28,0.01891,0.02154,0.01837,0.02114
2018-12-29,0.02114,0.02153,0.02013,0.02101
2018-12-30,0.02101,0.0214,0.01972,0.02048
2018-12-31,0.02048,0.02065,0.01889,0.01932
2019-01-01,0.01932,0.0201,0.01889,0.01975
2019-01-02,0.01984,0.02072,0.01971,0.02071
2019-01-03,0.02071,0.02134,0.02006,0.0208
2019-01-04,0.02085,0.02252,0.02029,0.02194
2019-01-05,0.02194,0.02413,0.02192,0.02261
2019-01-06,0.02261,0.02402,0.02219,0.02327
2019-01-07,0.02327,0.02483,0.02097,0.02375
2019-01-08,0.02375,0.02727,0.02351,0.02709
2019-01-09,0.02709,0.03024,0.02612,0.02903
2019-01-10,0.02903,0.03543,0.02443,0.02672
2019-01-11,0.02672,0.02825,0.02517,0.02526
2019-01-12,0.02526,0.02584,0.0233,0.02387
2019-01-13,0.02396,0.02397,0.02109,0.02148
2019-01-14,0.02148,0.02572,0.02125,0.02531
2019-01-15,0.02531,0.02692,0.02393,0.0249
2019-01-16,0.0249,0.02567,0.02423,0.02535
2019-01-17,0.02533,0.02643,0.02426,0.02573
2019-01-18,0.02573,0.02598,0.02498,0.02523
2019-01-19,0.02523,0.02575,0.02403,0.02496
2019-01-20,0.02496,0.02517,0.02334,0.02411
2019-01-21,0.02411,0.02595,0.02372,0.02529
2019-01-22,0.02529,0.0272,0.02524,0.02685
2019-01-23,0.02685,0.02764,0.02612,0.02706
2019-01-24,0.02706,0.02763,0.0264,0.02745
2019-01-25,0.02745,0.02759,0.02679,0.02721
2019-01-26,0.02721,0.02963,0.02698,0.02915
2019-01-27,0.02915,0.03118,0.02861,0.02957
2019-01-28,0.02957,0.02971,0.02556,0.02727
2019-01-29,0.02727,0.02829,0.02638,0.02764
2019-01-30,0.02764,0.0285,0.02714,0.02799
2019-01-31,0.02799,0.0281,0.02582,0.02619
2019-02-01,0.02619,0.02702,0.02437,0.02651
2019-02-02,0.02651,0.02683,0.02596,0.0262
2019-02-03,0.0262,0.02658,0.02532,0.02569
2019-02-04,0.02569,0.02941,0.02517,0.0271
2019-02-05,0.0271,0.02788,0.02622,0.02657
2019-02-06,0.02657,0.02681,0.0253,0.0259
2019-02-07,0.0259,0.02668,0.02514,0.0262
2019-02-08,0.0262,0.0277,0.02576,0.02715
2019-02-09,0.02715,0.02784,0.02647,0.02668
2019-02-10,0.02668,0.02691,0.02542,0.0262
2019-02-11,0.02621,0.02658,0.02449,0.02509
2019-02-12,0.02509,0.02521,0.02399,0.02481
2019-02-13,0.02481,0.02561,0.02401,0.02445
2019-02-14,0.02446,0.02482,0.02358,0.02381
2019-02-15,0.02381,0.02461,0.0236,0.0242
2019-02-16,0.0242,0.02449,0.02372,0.02419
2019-02-17,0.02419,0.02455,0.02399,0.02421
2019-02-18,0.02421,0.02575,0.02417,0.02512
2019-02-19,0.02512,0.02642,0.025,0.02552
2019-02-20,0.02552,0.02576,0.02458,0.02509
2019-02-21,0.02509,0.02581,0.02475,0.02509
2019-02-22,0.02509,0.02548,0.02469,0.02544
2019-02-23,0.02544,0.02591,0.02498,0.02591
2019-02-24,0.02587,0.02778,0.02278,0.0242
2019-02-25,0.0242,0.02516,0.02384,0.02468
2019-02-26,0.02468,0.02501,0.02366,0.0246
2019-02-27,0.0246,0.02499,0.02387,0.02422
2019-02-28,0.02422,0.02489,0.02405,0.0242
2019-03-01,0.0242,0.02448,0.02402,0.02412
2019-03-02,0.02412,0.02429,0.02253,0.02321
2019-03-03,0.02321,0.0237,0.02298,0.02337
2019-03-04,0.02337,0.0235,0.02112,0.02294
2019-03-05,0.02293,0.02451,0.0223,0.0241
2019-03-06,0.0241,0.02437,0.02338,0.0239
2019-03-07,0.0239,0.02406,0.02312,0.02357
